Incident Date,State,City Or County,Address,# Killed,# Injured,Operations,state_abbr,lat,lon
"April 18, 2015",Pennsylvania,Williamsport,321 Pine St,0,5,,PA,41.2406678,-77.0033213
"April 18, 2015",North Carolina,Lumberton,Martin Luther King Drive,1,3,,NC,34.5997848,-79.03349779999999
"April 18, 2015",North Carolina,Charlotte,Bost Street,0,4,,NC,35.22567,-80.9010521
"April 18, 2015",New Jersey,Paterson,Rosa Parks Blvd and Godwin Ave,1,3,,NJ,40.9206769,-74.15908189999999
"April 16, 2015",Arizona,Phoenix,4300 block of East Anderson Drive,5,0,,AZ,33.6418311,-111.9894464
"April 7, 2015",Georgia,Rome,20 Copeland Street,1,3,,GA,34.2640612,-85.1594607
"April 5, 2015",Pennsylvania,Pittsburgh,Dinwiddie Street,1,3,,PA,40.441178,-79.9805726
"April 5, 2015",Kentucky,Louisville,40th and Grand Street,1,4,,KY,38.2429048,-85.8185154
"April 5, 2015",Indiana,Indianapolis,5000 block of Wildflower Court,0,5,,IN,39.8588013,-86.2457591
"April 5, 2015",Michigan,Benton Harbor,1000 block of Blossom Lane,0,4,,MI,42.1155996,-86.4336139
"April 3, 2015",Florida,Daytona Beach,300 block of Henry Butts Drive,0,4,,FL,29.2042126,-81.0275449
"April 2, 2015",Maryland,Baltimore,1900 block of West Lanvale Street,0,5,,MD,39.297752,-76.647594
"March 27, 2015",Florida,Panama City Beach,5312 Thomas Drive,0,7,,FL,30.143422,-85.755009
"March 26, 2015",Texas,Amarillo,3100 block of Redwood,0,4,,TX,35.2446394,-101.8238496
"March 24, 2015",Indiana,Indianapolis,3100 block of North Harding Street,4,0,,IN,39.8110142,-86.187091
"March 23, 2015",Tennessee,Clarksville,900 block of Carpenter Street,1,4,,TN,36.5367213,-87.34878619999999
"March 22, 2015",New Mexico,Albuquerque,10140 Lomas NE,1,6,,NM,35.0873232,-106.5348907
"March 21, 2015",Florida,Tampa,1802 Seventh Ave,0,4,,FL,27.9604618,-82.4390128
"March 20, 2015",Oklahoma,Oklahoma City,1300 block of N Stiles Ave,0,4,,OK,35.4818839,-97.5056681
"March 20, 2015",Texas,Lancaster,1500 block of Reynolds Street,1,5,,TX,32.6115841,-96.78924599999999
"March 18, 2015",New Jersey,Newark,200 block of Clinton Place,1,3,,NJ,40.7159352,-74.21289809999999
"March 18, 2015",Arizona,Mesa,1504 West Main Street,1,5,,AZ,33.4152191,-111.8634493
"March 17, 2015",California,Stockton,748 N Madison St,3,4,,CA,37.9598996,-121.2954875
"March 15, 2015",California,Compton,2700 block of West Alondra Boulevard,0,4,,CA,33.8862891,-118.2570808
"March 14, 2015",Georgia,Atlanta,2900 block of Delmar Lane,0,5,,GA,33.7549751,-84.48195989999999
"March 14, 2015",California,Coachella,84000 block of Bagdad Avenue,0,4,,CA,33.6745415,-116.1880023
"March 13, 2015",Mississippi,Brookhaven,1097 South First St.,2,3,,MS,31.5591734,-90.4450782
"March 10, 2015",Georgia,Columbus,3023 Victory Drive,0,5,,GA,32.4376203,-84.95967150000001
"March 9, 2015",Illinois,Chicago,200 block of West 105th,1,3,,IL,41.7034582,-87.6282209
"March 8, 2015",South Carolina,Seneca,Wells Highway,1,3,,SC,34.6636137,-82.9276215
"March 7, 2015",Missouri,Saint Louis,3140 Olive St,0,4,,MO,38.6353092,-90.22535359999999
"March 4, 2015",California,San Bernardino,190 block of W Club Center Dr,3,4,,CA,34.0604697,-117.285216
"March 1, 2015",Florida,Orange County,4900 block of Steyr Street,0,4,,FL,28.4520588,-81.4441252
"March 1, 2015",Michigan,Detroit,9855 Chalmers St,1,5,,MI,42.4119489,-82.9693369
"February 28, 2015",Maryland,Baltimore,4300 block of Welbourne Road,1,3,,MD,39.3434499,-76.58794999999999
"February 26, 2015",Missouri,Tyrone,18279 Highway H,8,1,,MO,37.2004904,-91.8723152
"February 25, 2015",Texas,Houston,5022 Mallow St,3,1,,TX,29.6594651,-95.3476941
"February 23, 2015",Florida,Daytona Beach,Sheridan Road,0,4,,FL,29.2083373,-81.0459662
"February 22, 2015",Texas,Killeen,1706 Godman St.,4,1,,TX,31.1204647,-97.6828546
"February 22, 2015",Georgia,Clarkesville,281 Lower Pond Court,3,2,,GA,34.6310329,-83.5977753
"February 22, 2015",South Carolina,Charleston,4224 Dorchester Road,0,4,,SC,32.8541609,-80.0054196
"February 20, 2015",California,Sacramento,1417 R Street,0,4,,CA,38.5699768,-121.4906935
"February 17, 2015",Arkansas,Little Rock,7900 Scott Hamilton,1,3,,AR,34.6774208,-92.3203455
"February 15, 2015",California,Long Beach,200 block of W. 14th Street,0,5,,CA,33.7837108,-118.1937466
"February 9, 2015",Florida,New Port Richey,9552 Adler Street,3,1,,FL,28.296372,-82.617077
"February 8, 2015",Tennessee,Friendship,251 Dupree Rd,0,6,,TN,35.8471024,-89.2348485
"February 7, 2015",Georgia,Douglasville,3640 Willow Tree Circle,5,2,,GA,33.7140398,-84.66893689999999
"February 6, 2015",Oklahoma,Tulsa,1219 N. Sheridan Road,1,4,,OK,36.1720775,-95.90407689999999
"February 5, 2015",Ohio,Beachwood (Warrensville Heights),Harvard Road,3,3,,OH,41.4512087,-81.51042489999999
"February 1, 2015",New York,Syracuse,1217 West Fayette Street,0,6,,NY,43.0469571,-76.17656099999999
"February 1, 2015",New York,New York (Manhattan),3345 Broadway,1,4,,NY,40.8204613,-73.9551772
"January 31, 2015",Georgia,Lagrange,100 block of Woodstream Trail,4,0,,GA,32.9781716,-85.14414409999999
"January 28, 2015",Georgia,Dekalb County,1600 block of Panola Road,1,3,,GA,33.7446548,-84.1652093
"January 26, 2015",California,Stockton,1500 block of E. 9th Street,1,3,,CA,37.9307095,-121.2654104
"January 24, 2015",New York,Arverne (Queens),231-11 148th Avenue,4,1,,NY,40.655746,-73.75076299999999
"January 24, 2015",Nebraska,Omaha,3402 Parker St,3,5,,NE,41.2766784,-95.9632364
"January 23, 2015",Massachusetts,Boston,954 Parker Street,0,6,,MA,42.3243929,-71.1010087
"January 20, 2015",Tennessee,Clarksville,321 Lansinger Lane,1,3,,TN,36.6135567,-87.41908629999999
"January 19, 2015",Texas,San Antonio,1000 block of Gibbs St.,2,5,,TX,29.4214235,-98.46082009999999
"January 13, 2015",Illinois,Rockford,700 block of Oakley Avenue,2,2,,IL,42.2834949,-89.1151046
"January 13, 2015",Virginia,Portsmouth,4100 block of Portsmouth Boulevard,0,5,,VA,36.8243702,-76.4094532
"January 11, 2015",North Carolina,Hope Mills,1900 block of Gumberry Road,2,5,,NC,34.9357206,-78.8653398
"January 11, 2015",Florida,Lakeland,7665 Chase Road,1,3,,FL,28.1393181,-81.9814559
"January 11, 2015",California,San Jose,3840 Monterey Hwy,0,5,,CA,37.2827119,-121.8390028
"January 10, 2015",Kansas,Wichita,4859 E Harry Street,2,2,,KS,37.6643118,-97.2786749
"January 9, 2015",California,San Francisco,Laguna St and Page St,4,0,,CA,37.7736814,-122.42573
"January 8, 2015",Massachusetts,Boston,104 Harrishof Street,1,3,,MA,42.3166637,-71.0887518
"January 7, 2015",Tennessee,Chattanooga,773 West Main Street,1,3,,TN,35.0403524,-85.31862199999999
"January 6, 2015",Florida,Miami,1300 block of NW 62nd Street,1,3,,FL,25.8313522,-80.2187975
"January 4, 2015",Virginia,Roanoke,3634 Shenandoah Ave NW,2,4,,VA,37.2809642,-79.9984872
"January 4, 2015",Texas,Dallas,2000 block of Ben Hur St.,3,1,,TX,32.6798829,-96.61106749999999
"January 2, 2015",Georgia,Savannah,500 block of W. 54th Street,1,4,,GA,32.0454602,-81.109202
"January 1, 2015",Tennessee,Memphis,Interstate 240 and Poplar Avenue,0,5,,TN,35.1024475,-89.86855969999999
