State,County,County FIPS,Agency Name,Agency ORI9
 CA,AMADOR ,005,MODOC COUNTY SHERIFF'S OFFICE,CA0250000
 CA,BUTTE ,007,UPRR: MODOC COUNTY,CA0250200
 CA,ALAMEDA ,001,CHP BRIDGEPORT,CA0269900
 CA,ALPINE ,003,MAMMOTH LAKES POLICE DEPARTMENT,CA0260100
 CA,AMADOR ,005,MONO COUNTY SHERIFF'S OFFICE,CA0260000
 CA,BUTTE ,007,MONO STATE POLICE,CA0269800
 CA,ALAMEDA ,001,CALIFORNIA STATE UNIVERSITY - MONTEREY BAY POLICE,CA0271900
 CA,ALPINE ,003,CARMEL POLICE DEPARTMENT,CA0270100
 CA,AMADOR ,005,CHP MONTEREY,CA0279900
 CA,BUTTE ,007,DEL REY OAKS POLICE DEPARTMENT,CA0270200
 CA,CALAVERAS ,009,DEPT OF PARKS & REC BIG SUR BIG SUR,CA0271600
 CA,COLUSA ,011,DEPT OF PARKS & REC MONTEREY MONTEREY,CA0271700
 CA,CONTRA COSTA ,013,GONZALES POLICE DEPARTMENT,CA0270300
 CA,DEL NORTE ,015,GREENFIELD POLICE DEPARTMENT,CA0270400
 CA,DEL NORTE ,015,KING CITY POLICE DEPARTMENT,CA0270500
 CA,EL DORADO ,017,MARINA POLICE DEPARTMENT,CA0271200
 CA,FRESNO ,019,MONTEREY COUNTY SHERIFF'S OFFICE,CA0270000
 CA,GLENN ,021,MONTEREY PENINSULA AIRPORT DISTRICT POLICE,CA0271400
 CA,HUMBOLDT ,023,MONTEREY POLICE DEPARTMENT,CA0270600
 CA,HUMBOLDT ,023,PACIFIC GROVE POLICE DEPARTMENT,CA0270700
 CA,IMPERIAL ,025,SALINAS POLICE DEPARTMENT,CA0270800
 CA,INYO ,027,SAND CITY POLICE DEPARTMENT,CA0270900
 CA,KERN ,029,SEASIDE POLICE DEPARTMENT,CA0271000
 CA,KINGS ,031,SOLEDAD POLICE DEPARTMENT,CA0271100
 CA,LAKE ,033,UPRR: MONTEREY COUNTY,CA0271500
 CA,ALAMEDA ,001,CALISTOGA POLICE DEPARTMENT,CA0280100
 CA,ALPINE ,003,CHP NAPA,CA0289900
 CA,AMADOR ,005,DEPT OF PARKS & REC NAPA CALISTOGA,CA0280700
 CA,BUTTE ,007,NAPA COUNTY SHERIFF'S OFFICE,CA0280000
 CA,CALAVERAS ,009,NAPA POLICE DEPARTMENT,CA0280200
 CA,COLUSA ,011,NAPA STATE HOSPITAL POLICE DEPARTMENT,CA0280800
 CA,CONTRA COSTA ,013,NORTHERN CALIFORNIA COMPUTER CRIMES TASK FORCE,CA0281000
 CA,DEL NORTE ,015,ST. HELENA POLICE DEPARTMENT,CA0280300
 CA,DEL NORTE ,015,UPRR: NAPA COUNTY,CA0280600
 CA,ALAMEDA ,001,CHP TRUCKEE,CA0299900
 CA,ALPINE ,003,DEPT OF PARKS & REC GOLD MINES GRASS VALLEY,CA0290400
 CA,AMADOR ,005,GRASS VALLEY POLICE DEPARTMENT,CA0290100
 CA,BUTTE ,007,NEVADA CITY POLICE DEPARTMENT,CA0290200
 CA,CALAVERAS ,009,NEVADA COUNTY SHERIFF'S OFFICE,CA0290000
 CA,COLUSA ,011,TRUCKEE POLICE DEPARTMENT,CA0290800
 CA,CONTRA COSTA ,013,UPRR: NEVADA COUNTY,CA0290300
 CA,ALAMEDA ,001,ALISO VIEJO,CA0304900
 CA,ALPINE ,003,ANAHEIM POLICE DEPARTMENT,CA0300100
 CA,AMADOR ,005,BNSF RWY: ORANGE COUNTY,CA0302800
 CA,BUTTE ,007,BREA POLICE DEPARTMENT,CA0300200
 CA,CALAVERAS ,009,BUENA PARK POLICE DEPARTMENT,CA0300300
 CA,COLUSA ,011,CALIFORNIA STATE UNIVERSITY - FULLERTON POLICE,CA0302700
 CA,CONTRA COSTA ,013,CHP ORANGE COMM CNTR,CA0309900
 CA,DEL NORTE ,015,COSTA MESA POLICE DEPARTMENT,CA0300400
 CA,DEL NORTE ,015,CYPRESS POLICE DEPARTMENT,CA0300500
 CA,EL DORADO ,017,DANA POINT,CA0303600
 CA,FRESNO ,019,DEPR PENDLETON COAST SAN CLEMENTE,CA0303300
 CA,GLENN ,021,DPR ORANGE COAST HUNTINGTON BEACH,CA0303200
 CA,HUMBOLDT ,023,FAIRVIEW DEVELOPMTL CTR,CA0303400
 CA,HUMBOLDT ,023,FOUNTAIN VALLEY POLICE DEPARTMENT,CA0300700
 CA,IMPERIAL ,025,FULLERTON POLICE DEPARTMENT,CA0300800
 CA,INYO ,027,GARDEN GROVE POLICE DEPARTMENT,CA0300900
 CA,KERN ,029,HUNTINGTON BEACH POLICE DEPARTMENT,CA0301000
 CA,KINGS ,031,IRVINE POLICE DEPARTMENT,CA0302600
 CA,LAKE ,033,LA HABRA POLICE DEPARTMENT,CA0301200
 CA,LASSEN ,035,LA PALMA POLICE DEPARTMENT,CA0300600
 CA,LOS ANGELES ,037,LAGUNA BEACH POLICE DEPARTMENT,CA0301100
 CA,MADERA ,039,LAGUNA HILLS,CA0304200
 CA,MARIN ,041,LAGUNA NIGUEL,CA0303900
 CA,MARIPOSA ,043,LAGUNA WOODS,CA0304700
 CA,MENDOCINO ,045,LAKE FOREST,CA0304300
 CA,MERCED ,047,LOS ALAMITOS POLICE DEPARTMENT,CA0301300
 CA,MODOC ,049,MARSHAL'S OFFICE SANTA ANA,CA0309100
 CA,MONO ,051,MISSION VIEJO,CA0303500
 CA,MONTEREY ,053,NEWPORT BEACH POLICE DEPARTMENT,CA0301400
 CA,NAPA ,055,ORANGE CNTY SHERIFFS DEPT,CA0300000
 CA,NEVADA ,057,ORANGE POLICE DEPARTMENT,CA0301500
 CA,ORANGE ,059,ORANGE STATE POLICE,CA0309800
 CA,PLACER ,061,PLACENTIA POLICE DEPARTMENT,CA0301600
 CA,PLUMAS ,063,RANCHO SANTA MARGARITA,CA0304800
 CA,RIVERSIDE ,065,SAN CLEMENTE PD,CA0301700
 CA,RIVERSIDE COUNTY ,065,SAN JUAN CAPISTRANO PD,CA0301800
 CA,SACRAMENTO ,067,SANTA ANA POLICE DEPARTMENT,CA0301900
 CA,SAN BENITO ,069,SEAL BEACH POLICE DEPARTMENT,CA0302000
 CA,SAN BERNARDINO ,071,STANTON PD,CA0302100
 CA,SAN DIEGO ,073,TUSTIN POLICE DEPARTMENT,CA0302200
 CA,SAN FRANCISCO ,075,UNION PACIFIC RR-ORANGE,CA0303000
 CA,SAN JOAQUIN ,077,UNIVERSITY OF CALIFORNIA - IRVINE POLICE,CA0309700
 CA,SAN LUIS OBISPO ,079,UPRR: ORANGE COUNTY,CA0302900
 CA,SAN MATEO ,081,VILLA PARK PD,CA0302300
 CA,SANTA BARBARA ,083,WESTMINSTER POLICE DEPARTMENT,CA0302400
 CA,SANTA CLARA ,085,YORBA LINDA PD,CA0302500
 CA,ALAMEDA ,001,AUBURN POLICE DEPARTMENT,CA0310100
 CA,ALPINE ,003,CHP AUBURN,CA0319900
 CA,AMADOR ,005,COLFAX PD,CA0310200
 CA,BUTTE ,007,DPR SIERRA/SUGAR PINE POINT TAHOMA,CA0310700
 CA,CALAVERAS ,009,LINCOLN POLICE DEPARTMENT,CA0310300
 CA,COLUSA ,011,PLACER COUNTY SHERIFF'S OFFICE,CA0310000
 CA,CONTRA COSTA ,013,ROCKLIN POLICE DEPARTMENT,CA0310400
 CA,DEL NORTE ,015,ROSEVILLE POLICE DEPARTMENT,CA0310500
 CA,DEL NORTE ,015,SO PACIFIC TRANS PLACER,CA0310600
 CA,EL DORADO ,017,UPRR: PLACER COUNTY,CA0311200
 CA,ALAMEDA ,001,CHP QUINCY,CA0329900
 CA,ALPINE ,003,DEPT OF PARKS & REC PLUMAS-EUREKA SP BLAIRSDEN,CA0320200
 CA,AMADOR ,005,PLUMAS COUNTY DEPARTMENT OF SOCIAL SERVICES,CA0320300
 CA,BUTTE ,007,PLUMAS COUNTY SHERIFF'S OFFICE,CA0320000
 CA,CALAVERAS ,009,PORTOLA PD,CA0320100
 CA,ALAMEDA ,001,BANNING POLICE DEPARTMENT,CA0330100
 CA,ALPINE ,003,BEAUMONT POLICE DEPARTMENT,CA0330200
 CA,AMADOR ,005,BLYTHE POLICE DEPARTMENT,CA0330300
 CA,BUTTE ,007,BNSF RWY: RIVERSIDE CNTY,CA0332000
 CA,CALAVERAS ,009,CA DEPT PARKS & REC CHINO HILLS DIST CHINO,CA0333700
 CA,COLUSA ,011,CABAZON TRIBAL PD,CA0330400
 CA,CONTRA COSTA ,013,CALIFORNIA DEPT PARKS RECREATION SURCOM,CA0332400
 CA,DEL NORTE ,015,CALIMESA,CA0334000
 CA,DEL NORTE ,015,CANYON LAKE,CA0334100
 CA,EL DORADO ,017,CATHEDRAL CITY POLICE DEPARTMENT,CA0332500
 CA,FRESNO ,019,CHP RIVERSIDE,CA0339900
 CA,GLENN ,021,COACHELLA PD,CA0330500
 CA,HUMBOLDT ,023,CORONA POLICE DEPARTMENT,CA0331500
 CA,HUMBOLDT ,023,DEPT OF PARKS & REC MT SAN JACINTO IDYLLWILD,CA0332600
 CA,IMPERIAL ,025,DEPT OF PARKS & REC PICACHO SRA WINTERHAVEN,CA0332800
 CA,INYO ,027,DEPT OF PARKS & REC SALTON SEA NORTH SHORE,CA0332700
 CA,KERN ,029,DESERT HOT SPRINGS POLICE DEPARTMENT,CA0330600
 CA,KINGS ,031,ELSINORE PD,CA0330700
 CA,LAKE ,033,HEMET POLICE DEPARTMENT,CA0330800
 CA,LASSEN ,035,INDIAN WELLS PD,CA0331600
 CA,LOS ANGELES ,037,INDIO POLICE DEPARTMENT,CA0330900
 CA,MADERA ,039,LA QUINTA,CA0333100
 CA,MARIN ,041,LAKE ELSINORE,CA0333000
 CA,MARIPOSA ,043,MENIFEE,CA0337800
 CA,MENDOCINO ,045,MORENO VALLEY POLICE DEPT,CA0333200
 CA,MERCED ,047,MURRIETA POLICE DEPARTMENT,CA0334200
 CA,MODOC ,049,NORCO PD,CA0331000
 CA,MONO ,051,PALM DESERT PD,CA0331800
 CA,MONTEREY ,053,PALM SPRINGS POLICE DEPARTMENT,CA0331100
 CA,NAPA ,055,PERRIS POLICE DEPT,CA0331200
 CA,NEVADA ,057,RANCHO MIRAGE PD,CA0331700
 CA,ORANGE ,059,RIVERSIDE COMMUNITY COLLEGE DISTRICT POLICE,CA0334400
 CA,PLACER ,061,RIVERSIDE COUNTY SHERIFF'S OFFICE,CA0330000
 CA,PLUMAS ,063,RIVERSIDE POLICE DEPARTMENT,CA0331300
 CA,RIVERSIDE ,065,RIVERSIDE STATE POLICE,CA0339800
 CA,RIVERSIDE COUNTY ,065,SAN JACINTO POLICE DEPT,CA0331400
 CA,SACRAMENTO ,067,TEMECULA,CA0333800
 CA,SAN BENITO ,069,UNION PACIFIC RR-RIVERSI,CA0332200
 CA,SAN BERNARDINO ,071,UNIVERSITY OF CALIFORNIA - RIVERSIDE POLICE,CA0339700
 CA,SAN DIEGO ,073,UPRR: RIVERSIDE COUNTY,CA0332100
 CA,SAN FRANCISCO ,075,WILDOMAR,CA0337700
 CA,ALAMEDA ,001,EASTVALE,CA0337900
 CA,ALPINE ,003,JURUPA VALLEY,CA033A000
 CA,ALAMEDA ,001,CA DEPT OF PARKS RECREATION CAPITAL,CA0342200
 CA,ALPINE ,003,CA DEPT OF PARKS RECREATION GOLD FIELDS,CA0341200
 CA,AMADOR ,005,CA DEPT PARKS & REC DELTA DIST RIO VISTA,CA0343300
 CA,BUTTE ,007,CALIFORNIA EXPOSITION AND STATE FAIR POLICE,CA0342000
 CA,CALAVERAS ,009,CALIFORNIA STATE UNIVERSITY - SACRAMENTO POLICE,CA0340800
 CA,COLUSA ,011,CHP PROTECTIVE SERVICES,CA0349800
 CA,CONTRA COSTA ,013,CITRUS HEIGHTS POLICE DEPARTMENT,CA0349600
 CA,DEL NORTE ,015,ELK GROVE POLICE DEPARTMENT,CA0340H00
 CA,DEL NORTE ,015,FOLSOM POLICE DEPARTMENT,CA0340100
 CA,EL DORADO ,017,GALT POLICE DEPARTMENT,CA0340200
 CA,FRESNO ,019,ISLETON POLICE DEPARTMENT,CA0340300
 CA,GLENN ,021,RANCHO CORDOVA,CA0345500
 CA,HUMBOLDT ,023,SACRAMENTO COUNTY SHERIFF'S OFFICE,CA0340000
 CA,HUMBOLDT ,023,SACRAMENTO POLICE DEPARTMENT,CA0340400
 CA,IMPERIAL ,025,SPT SACRAMENTO,CA0341500
 CA,INYO ,027,TWIN RIVERS DISTRICT POLICE,CA0341400
 CA,KERN ,029,UNIV OF CALIFORNIA MEDICAL CENTER PD SACRAMENTO,CA0349700
 CA,KINGS ,031,UPR SEC DP SACRAMENTO CO,CA0342300
 CA,LAKE ,033,UPRR: SACRAMENTO COUNTY,CA0344800
 CA,ALAMEDA ,001,CHP HOLLISTER,CA0359900
 CA,ALPINE ,003,DEPT OF PARKS & REC COYOTE HILLS HOLLISTER,CA0350400
 CA,AMADOR ,005,DEPT OF PARKS & REC GABILAN SAN JUAN BAUTISTA,CA0350500
 CA,BUTTE ,007,HOLLISTER POLICE DEPARTMENT,CA0350100
 CA,CALAVERAS ,009,SAN BENITO COUNTY SHERIFF'S OFFICE,CA0350000
 CA,COLUSA ,011,SAN JUAN BAUTISTA PD,CA0350200
 CA,CONTRA COSTA ,013,UPRR: SAN BENITO COUNTY,CA0350300
 CA,ALAMEDA ,001,ADELANTO PD,CA0361300
 CA,ALPINE ,003,APPLE VALLEY,CA0363300
 CA,AMADOR ,005,BARSTOW POLICE DEPARTMENT,CA0360100
 CA,BUTTE ,007,BIG BEAR LAKE,CA0362000
 CA,CALAVERAS ,009,BNSF RWY:SAN BERNARDINO,CA0361700
 CA,COLUSA ,011,CA DEPT PARKS & REC CHINO HILLS DIST CHINO,CA0362900
 CA,CONTRA COSTA ,013,CALIFORNIA STATE UNIVERSITY - SAN BERNARDINO POLIC,CA0361400
 CA,DEL NORTE ,015,CHINO HILLS,CA0364000
 CA,DEL NORTE ,015,CHINO POLICE DEPARTMENT,CA0360200
 CA,EL DORADO ,017,CHP INLAND COMM CENTER,CA0369900
 CA,FRESNO ,019,COLTON POLICE DEPARTMENT,CA0360300
 CA,GLENN ,021,COUNTY WELFARE FRAUD UNIT SAN BERNARDINO,CA0361900
 CA,HUMBOLDT ,023,DEPT OF PARKS & REC MOJAVE RIVER LAKE HESPERIA,CA0362500
 CA,HUMBOLDT ,023,DPR: TEHACHAPI DISTRICT,CA0365900
 CA,IMPERIAL ,025,FONTANA POLICE DEPARTMENT,CA0360400
 CA,INYO ,027,FONTANA UNIFIED SCHOOL DISTRICT POLICE DEPARTMENT,CA0365000
 CA,KERN ,029,GRAND TERRACE,CA0362100
 CA,KINGS ,031,HESPERIA,CA0363200
 CA,LAKE ,033,HIGHLAND,CA0363000
 CA,LASSEN ,035,LOMA LINDA,CA0362200
 CA,LOS ANGELES ,037,MONTCLAIR POLICE DEPARTMENT,CA0360500
 CA,MADERA ,039,NEEDLES PD,CA0360600
 CA,MARIN ,041,ONTARIO POLICE DEPARTMENT,CA0360700
 CA,MARIPOSA ,043,PATTON STATE HOSPITAL POLICE DEPARTMENT,CA0365700
 CA,MENDOCINO ,045,RANCHO CUCAMONGA,CA0361600
 CA,MERCED ,047,REDLANDS POLICE DEPARTMENT,CA0360800
 CA,MODOC ,049,RIALTO POLICE DEPARTMENT,CA0360900
 CA,MONO ,051,SAN BERNARDINO CITY UNIFIED SCHOOL DISTRICT POLICE,CA0362300
 CA,MONTEREY ,053,SAN BERNARDINO COUNTY SHERIFF'S OFFICE,CA0360000
 CA,NAPA ,055,SAN BERNARDINO POLICE DEPARTMENT,CA0361000
 CA,NEVADA ,057,SAN BERNARDINO STATE POL,CA0369800
 CA,ORANGE ,059,SAN BERNARDINO VALLEY COLLEGE,CA0363900
 CA,PLACER ,061,SPT SAN BERNARDINO,CA0361800
 CA,PLUMAS ,063,TWENTYNINE PALMS,CA0363100
 CA,RIVERSIDE ,065,UPLAND POLICE DEPARTMENT,CA0361100
 CA,RIVERSIDE COUNTY ,065,UPRR: SAN BERNARDINO CTY,CA0365400
 CA,SACRAMENTO ,067,VICTORVILLE PD,CA0361200
 CA,SAN BENITO ,069,YUCAIPA,CA0363500
 CA,SAN BERNARDINO ,071,YUCCA VALLEY,CA0364100
 CA,ALAMEDA ,001,BNSF RWY: SAN DIEGO CNTY,CA0371700
 CA,ALPINE ,003,CALIFORNIA STATE UNIVERSITY - SAN MARCOS POLICE,CA0373200
 CA,AMADOR ,005,CARLSBAD POLICE DEPARTMENT,CA0370100
 CA,BUTTE ,007,CHP PROTECTIVE SERVICES,CA0379800
 CA,CALAVERAS ,009,CHP SAN DIEGO,CA0379900
 CA,COLUSA ,011,CHULA VISTA POLICE DEPARTMENT,CA0370200
 CA,CONTRA COSTA ,013,CITY OF ENCINITAS POLICE DEPARTMENT,CA037A400
 CA,DEL NORTE ,015,CITY OF LEMON GROVE POLICE DEPARTMENT,CA037A100
 CA,DEL NORTE ,015,CITY OF POWAY POLICE DEPARTMENT,CA037A300
 CA,EL DORADO ,017,CITY OF SANTEE POLICE DEPARTMENT,CA037A200
 CA,FRESNO ,019,CITY OF SOLANA BEACH POLICE DEPARTMENT,CA037A500
 CA,GLENN ,021,CORONADO POLICE DEPARTMENT,CA0370300
 CA,HUMBOLDT ,023,DEL MAR PD,CA0370400
 CA,HUMBOLDT ,023,DEPT OF PARKS & REC FRONTERA SAN DIEGO,CA0372300
 CA,IMPERIAL ,025,DEPT OF PARKS & REC SAN DIEGO COAST CARLSBAD,CA0372500
 CA,INYO ,027,DEPT PARKS & RECREATION MONTANE DIST DESCANSO,CA0372700
 CA,KERN ,029,DPR ANZA BORREGO DESERT SP BORREGO SPRINGS,CA0372200
 CA,KINGS ,031,DPR OCOTILLO WELLS BORREGO SPRINGS,CA0372400
 CA,LAKE ,033,EL CAJON POLICE DEPARTMENT,CA0370500
 CA,LASSEN ,035,ESCONDIDO POLICE DEPARTMENT,CA0370600
 CA,LOS ANGELES ,037,IMPERIAL BEACH PD,CA0370700
 CA,MADERA ,039,LA MESA POLICE DEPARTMENT,CA0370800
 CA,MARIN ,041,NATIONAL CITY POLICE DEPARTMENT,CA0370900
 CA,MARIPOSA ,043,OCEANSIDE POLICE DEPARTMENT,CA0371000
 CA,MENDOCINO ,045,SAN DIEGO COUNTY SHERIFF'S OFFICE,CA0370000
 CA,MERCED ,047,SAN DIEGO HARBOR POLICE,CA0371500
 CA,MODOC ,049,SAN DIEGO POLICE DEPARTMENT,CA0371100
 CA,MONO ,051,SAN DIEGO STATE UNIVERSITY,CA0371400
 CA,MONTEREY ,053,SAN MARCOS PD,CA0371200
 CA,NAPA ,055,UNIVERSITY OF CALIFORNIA - SAN DIEGO POLICE,CA0379700
 CA,NEVADA ,057,VISTA PD,CA0371300
 CA,ALAMEDA ,001,BNSF RWY:SAN FRANCISCO C,CA0380700
 CA,ALPINE ,003,CHP PROTECTIVE SERVICES,CA0389800
 CA,AMADOR ,005,CHP SAN FRANCISCO,CA0389900
 CA,BUTTE ,007,DPR SAN FRANCISCO DIST SAN FRANCISCO,CA0381000
 CA,CALAVERAS ,009,SAN FRANCISCO POLICE DEPARTMENT,CA0380100
 CA,COLUSA ,011,SAN FRANCISCO SHERIFF'S DEPARTMENT,CA0380000
 CA,CONTRA COSTA ,013,SAN FRANCISCO STATE UNIVERSITY,CA0380300
 CA,DEL NORTE ,015,SF RAPID TRANSIT SECURITY DEPT SF CO OAKLAND,CA0380500
 CA,DEL NORTE ,015,SPT SAN FRANCISCO,CA0380800
 CA,EL DORADO ,017,ST HARBOR POLICE SAN FRANCISCO,CA0380200
 CA,FRESNO ,019,UNIVERSITY OF CALIFORNIA - HASTINGS COLLEGE OF LAW,CA0381600
 CA,GLENN ,021,UNIVERSITY OF CALIFORNIA - SAN FRANCISCO POLICE,CA0389700
 CA,HUMBOLDT ,023,UPRR: SAN FRANCISCO CTY,CA0381900
 CA,ALAMEDA ,001,BNSF RWY: SAN JOAQUIN CO,CA0390900
 CA,ALPINE ,003,CHP STOCKTON,CA0399900
 CA,AMADOR ,005,ESCALON POLICE DEPARTMENT,CA0390100
 CA,BUTTE ,007,LODI POLICE DEPARTMENT,CA0390200
 CA,CALAVERAS ,009,MANTECA POLICE DEPARTMENT,CA0390300
 CA,COLUSA ,011,RIPON POLICE DEPARTMENT,CA0390400
 CA,CONTRA COSTA ,013,SAN JOAQUIN COUNTY SHERIFF'S OFFICE,CA0390000
 CA,DEL NORTE ,015,SAN JOAQUIN STATE POLICE,CA0399800
 CA,DEL NORTE ,015,SPT SAN JOAQUIN,CA0391000
 CA,EL DORADO ,017,STOCKTON DEVELOPMENTAL C,CA0391400
 CA,FRESNO ,019,STOCKTON POLICE DEPARTMENT,CA0390500
 CA,GLENN ,021,STOCKTON UNIFIED SCHOOL DISTRICT POLICE DEPT.,CA0391500
 CA,HUMBOLDT ,023,STOCKTON UNIVERSITY POLICE DEPARTMENT,CA0392300
 CA,HUMBOLDT ,023,TRACY POLICE DEPARTMENT,CA0390600
 CA,IMPERIAL ,025,UPR SAN JOAQUIN COUNTY,CA0391200
 CA,INYO ,027,UPRR: SAN JOAQUIN COUNTY,CA0392100
 CA,ALAMEDA ,001,ARROYO GRANDE POLICE DEPARTMENT,CA0400100
 CA,ALPINE ,003,ATASCADERO POLICE DEPARTMENT,CA0400800
 CA,AMADOR ,005,ATASCADERO STATE HOSP,CA0401600
 CA,BUTTE ,007,CA DEPT OF PARKS RECREATION OCEANO DUNES,CA0401400
 CA,CALAVERAS ,009,CALIFORNIA POLYTECHNIC STATE UNIVERSITY-SAN LUIS O,CA0400700
 CA,COLUSA ,011,CHP SAN LUIS OBISPO,CA0409900
 CA,CONTRA COSTA ,013,CUESTA COLLEGE POLICE,CA0401900
 CA,DEL NORTE ,015,CUESTA COLLEGE POLICE DEPARTMENT,CA0401800
 CA,DEL NORTE ,015,DPR SAN LUIS OBISPO COAST SAN LUIS OBISPO,CA0401300
 CA,EL DORADO ,017,DPR SAN SIMEON SAN SIMEON,CA0401200
 CA,FRESNO ,019,GROVER BEACH POLICE DEPARTMENT,CA0400200
 CA,GLENN ,021,MORRO BAY POLICE DEPARTMENT,CA0400300
 CA,HUMBOLDT ,023,PASO ROBLES POLICE DEPARTMENT,CA0400400
 CA,HUMBOLDT ,023,PISMO BEACH POLICE DEPARTMENT,CA0400500
 CA,IMPERIAL ,025,SAN LUIS OBISPO COUNTY SHERIFF'S OFFICE,CA0400000
 CA,INYO ,027,SAN LUIS OBISPO POLICE DEPARTMENT,CA0400600
 CA,KERN ,029,SPT SAN LUIS OBISPO,CA0400900
 CA,ALAMEDA ,001,ATHERTON POLICE DEPARTMENT,CA0410100
 CA,ALPINE ,003,BELMONT POLICE DEPARTMENT,CA0410200
 CA,AMADOR ,005,BRISBANE POLICE DEPARTMENT,CA0410300
 CA,BUTTE ,007,BROADMOOR POLICE DEPARTMENT,CA0411900
 CA,CALAVERAS ,009,BURLINGAME POLICE DEPARTMENT,CA0410400
 CA,COLUSA ,011,CHP REDWOOD CITY,CA0419900
 CA,CONTRA COSTA ,013,COLMA POLICE DEPARTMENT,CA0410500
 CA,DEL NORTE ,015,DALY CITY POLICE DEPARTMENT,CA0410600
 CA,DEL NORTE ,015,DPR SAN MATEO COAST HALF MOON BAY,CA0412600
 CA,EL DORADO ,017,EAST PALO ALTO POLICE DEPT.,CA0412700
 CA,FRESNO ,019,EMERALD LAKE POLICE DEPARTMENT,CA0412100
 CA,GLENN ,021,FOSTER CITY POLICE DEPARTMENT,CA0412000
 CA,HUMBOLDT ,023,HALF MOON BAY POLICE DEPARTMENT,CA0410700
 CA,HUMBOLDT ,023,HILLSBOROUGH POLICE DEPARTMENT,CA0410800
 CA,IMPERIAL ,025,MENLO PARK POLICE DEPARTMENT,CA0410900
 CA,INYO ,027,MILLBRAE POLICE DEPARTMENT,CA0411000
 CA,KERN ,029,PACIFICA POLICE DEPARTMENT,CA0411100
 CA,KINGS ,031,PORTOLA VALLEY PD,CA0411200
 CA,LAKE ,033,REDWOOD CITY POLICE DEPARTMENT,CA0411300
 CA,LASSEN ,035,SAN BRUNO POLICE DEPARTMENT,CA0411400
 CA,LOS ANGELES ,037,SAN CARLOS POLICE DEPARTMENT,CA0411500
 CA,MADERA ,039,SAN MATEO COUNTY SHERIFF'S OFFICE,CA0410000
 CA,MARIN ,041,SAN MATEO POLICE DEPARTMENT,CA0411600
 CA,MARIPOSA ,043,SAN MATEO STATE POLICE,CA0419800
 CA,MENDOCINO ,045,SF RAP TRANSIT SECURITY DEPT SAN MATEO OAKLAND,CA0412300
 CA,MERCED ,047,SOUTH SAN FRANCISCO POLICE DEPARTMENT,CA0411700
 CA,MODOC ,049,UPRR: SAN MATEO COUNTY,CA0412400
 CA,MONO ,051,WOODSIDE PD,CA0411800
 CA,ALAMEDA ,001,ALLAN HANCOCK COLLEGE POLICE,CA0421100
 CA,ALPINE ,003,CARPINTERIA PD,CA0420500
 CA,AMADOR ,005,CHP SANTA BARBARA,CA0429900
 CA,BUTTE ,007,DEPT OF PARKS & REC GAVIOTA GOLETA,CA0420800
 CA,CALAVERAS ,009,DPR LA PURISIMA MN LOMPOC,CA0420900
 CA,COLUSA ,011,GOLETA,CA0421400
 CA,CONTRA COSTA ,013,GUADALUPE POLICE DEPARTMENT,CA0420100
 CA,DEL NORTE ,015,LOMPOC POLICE DEPARTMENT,CA0420200
 CA,DEL NORTE ,015,SANTA BARBARA COUNTY SHERIFF'S OFFICE,CA0420000
 CA,EL DORADO ,017,SANTA BARBARA POLICE DEPARTMENT,CA0420300
 CA,FRESNO ,019,SANTA BARBARA STATE POLI,CA0429800
 CA,GLENN ,021,SANTA MARIA POLICE DEPARTMENT,CA0420400
 CA,HUMBOLDT ,023,SOLVANG,CA0421000
 CA,HUMBOLDT ,023,UNIVERSITY OF CALIFORNIA - SANTA BARBARA POLICE,CA0429700
 CA,IMPERIAL ,025,UPRR: SANTA BARBARA COUN,CA0420700
 CA,ALAMEDA ,001,AGNEWS DEVELOPMENTAL CTR,CA0432400
 CA,ALPINE ,003,ALVISO PD,CA0430100
 CA,AMADOR ,005,CAMPBELL POLICE DEPARTMENT,CA0430200
 CA,BUTTE ,007,CHP SAN JOSE,CA0439900
 CA,CALAVERAS ,009,CUPERTINO PD,CA0430300
 CA,COLUSA ,011,FOOTHILL-DE ANZA COMMUNITY COLLEGE DISTRICT POLICE,CA0432700
 CA,CONTRA COSTA ,013,GILROY POLICE DEPARTMENT,CA0430400
 CA,DEL NORTE ,015,LOS ALTOS HILLS PD,CA0430600
 CA,DEL NORTE ,015,LOS ALTOS POLICE DEPARTMENT,CA0430500
 CA,EL DORADO ,017,LOS GATOS PD,CA0430700
 CA,FRESNO ,019,MILPITAS POLICE DEPARTMENT,CA0430800
 CA,GLENN ,021,MONTE SERENO PD,CA0430900
 CA,HUMBOLDT ,023,MORGAN HILL POLICE DEPARTMENT,CA0431000
 CA,HUMBOLDT ,023,MOUNTAIN VIEW POLICE DEPARTMENT,CA0431100
 CA,IMPERIAL ,025,PALO ALTO POLICE DEPARTMENT,CA0431200
 CA,INYO ,027,SAN JOSE POLICE DEPARTMENT,CA0431300
 CA,KERN ,029,SAN JOSE STATE UNIVERSITY,CA0431700
 CA,KINGS ,031,SAN JOSE/EVERGREEN COMMUNITY COLLEGE DISTRICT POLI,CA0432000
 CA,LAKE ,033,SANTA CLARA COUNTY SHERIFF'S OFFICE,CA0430000
 CA,LASSEN ,035,SANTA CLARA POLICE DEPARTMENT,CA0431400
 CA,LOS ANGELES ,037,SANTA CLARA STATE POLICE,CA0439800
 CA,MADERA ,039,SANTA CLARA TRANSIT DIST,CA0439500
