aggravated_assault,arson,burglary,homicide,larceny,motor_vehicle_theft,population,property_crime,rape_legacy,rape_revised,robbery,state_abbr,state_id,violent_crime,year
64165,,228402,1296,465792,59724,11366000,753918,6004,,35506,FL,12,106971,1985
70668,,259331,1371,510496,69824,11675000,839651,6152,,42822,FL,12,121013,1986
72896,,271346,1371,546466,81355,12023000,899167,6032,,42869,FL,12,123168,1987
80857,,283960,1416,589215,94694,12377000,967869,6154,,49916,FL,12,138343,1988
81683,,289254,1405,583702,102086,12671000,975042,6299,,51188,FL,12,140575,1989
98902,,280832,1379,591210,106902,12937926,978944,6781,,53928,FL,12,160990,1990
96047,,266313,1248,607222,104035,13277000,977570,6865,,53083,FL,12,157243,1991
104827,,254755,1208,598093,111685,13488000,964533,7310,,49482,FL,12,162827,1992
107479,,251063,1224,603784,122516,13679000,977363,7359,,48913,FL,12,164975,1993
105679,,237341,1165,626578,127186,13953000,991105,7301,,45871,FL,12,160016,1994
24091,1086.0,62715,682,218127,26463,10313620,307305,3509,3381.0,12114,GA,13,40268,2016
23793,923.0,55374,703,216661,26263,10429379,298298,0,2718.0,10044,GA,13,37258,2017
28879,,81968,630,288803,46215,7353000,416986,2357,,15100,GA,13,46966,1996
25721,,71429,583,247834,40120,7788240,359383,2319,,12962,GA,13,41585,1999
25450,,68488,651,240440,38702,8186453,347630,1968,,13250,GA,13,41319,2000
24491,,71799,598,238484,37589,8405677,347872,2180,,14402,GA,13,41671,2001
23125,,73932,606,234591,38036,8544005,346559,2108,,13432,GA,13,39271,2002
22501,,79001,657,247196,43392,8676460,369589,2234,,14043,GA,13,39435,2003
23561,,82992,613,249426,44238,8918129,376656,2387,,13656,GA,13,40217,2004
23977,,84463,564,249594,44477,9132553,378534,2143,,14041,GA,13,40725,2005
26469,,85140,605,234445,43127,9363941,362712,2169,,15511,GA,13,44754,2006
26708,,90294,720,238436,42518,9544750,371248,2198,,17291,GA,13,46917,2007
26571,,100564,640,247709,39644,9685744,387917,2334,,17808,GA,13,47353,2008
24553,,98606,566,229216,33163,9829211,360985,2323,,14631,GA,13,42073,2009
24034,1191.0,96947,555,226161,30341,9712157,353449,2107,,12372,GA,13,39068,2010
21881,1239.0,96014,549,231543,29678,9812460,357235,2066,,12266,GA,13,36762,2011
22447,1241.0,86992,583,223875,28606,9915646,339473,2143,,12502,GA,13,37675,2012
21361,1117.0,83459,563,229190,27159,9994759,339808,2022,2891.0,12704,GA,13,37519,2013
27044,,81320,563,262263,44572,7486000,388155,2328,,15473,GA,13,45408,1997
26514,,75720,618,255459,42538,7642000,373717,2322,,14308,GA,13,43762,1998
29318,,76324,683,264872,43809,7201000,385005,2539,,14777,GA,13,47317,1995
22467,880.0,68149,622,220715,27149,10199398,316013,2343,3257.0,12545,GA,13,38891,2015
22415,1057.0,78029,607,233359,27758,10097132,339146,2209,3147.0,12786,GA,13,38955,2014
14562,,81579,877,145758,21304,5118000,248641,2216,,10939,GA,13,28594,1979
16189,,91773,743,160764,20115,5400851,272652,2391,,10670,GA,13,29993,1980
16267,,93121,960,171170,18635,5569000,282926,2362,,10938,GA,13,30527,1981
15292,,84469,713,165049,17579,5639000,267097,2242,,8716,GA,13,26963,1982
15408,,72614,483,143398,16050,5732000,232062,2021,,8267,GA,13,26179,1983
16619,,70310,546,147251,17060,5837000,234621,2356,,8414,GA,13,27935,1984
17292,,81070,620,171950,22050,5976000,275070,2587,,9812,GA,13,30311,1985
19449,,88695,686,182171,26264,6104000,297130,2678,,13056,GA,13,35869,1986
19438,,96572,735,197302,30637,6222000,324511,2681,,13014,GA,13,35868,1987
23278,,103106,748,223768,35502,6401000,362376,2970,,15593,GA,13,42589,1988
25937,,110215,820,255578,42075,6436000,407868,3150,,17450,GA,13,47357,1989
27690,,104905,767,240623,43637,6478216,389165,3472,,17067,GA,13,48996,1990
27483,,100317,849,240359,40489,6623000,381165,2800,,17762,GA,13,48894,1991
28835,,97402,741,246619,38913,6751000,382934,3057,,16863,GA,13,49496,1992
29628,,90423,789,246849,41076,6917000,378348,2448,,17154,GA,13,50019,1993
28249,,81406,703,256208,39312,7055000,376926,2448,,15703,GA,13,47103,1994
1894,507.0,5549,39,29574,5269,1427538,40392,0,567.0,1077,HI,15,3577,2017
1831,485.0,5983,35,30871,5499,1428683,42353,447,619.0,985,HI,15,3452,2016
1350,,12781,40,54701,7157,1184000,74639,326,,1606,HI,15,3322,1996
1478,,12741,47,48984,6468,1187000,68193,371,,1403,HI,15,3299,1997
1345,,11169,24,43914,5594,1193000,60677,352,,1225,HI,15,2946,1998
1343,,9421,44,40458,4660,1185497,54539,354,,1044,HI,15,2785,1999
1450,,10665,35,43254,6114,1211537,60033,346,,1123,HI,15,2954,2000
1534,,11162,32,44925,6743,1227024,62830,409,,1142,HI,15,3117,2001
1656,,12722,24,49344,9910,1240663,71976,372,,1210,HI,15,3262,2002
1843,,11409,22,44807,9651,1248755,65867,367,,1168,HI,15,3400,2003
1903,,10827,33,41078,8620,1262124,60525,333,,944,HI,15,3213,2004
1885,,9792,24,42188,9135,1273278,61115,343,,1001,HI,15,3253,2005
2090,,8724,21,37784,7739,1285498,54247,353,,1144,HI,15,3608,2006
2021,,9089,24,37494,6283,1283388,52866,377,,1122,HI,15,3544,2007
2036,,9404,26,31424,5116,1288198,45944,363,,1085,HI,15,3510,2008
2112,,9244,23,33415,4857,1295178,47516,385,,1030,HI,15,3550,2009
2136,441.0,8706,25,31681,5280,1363359,45667,377,,1065,HI,15,3603,2010
2098,357.0,8165,20,31240,4469,1378129,43874,353,,994,HI,15,3465,2011
1953,312.0,7653,21,31901,3865,1390090,43419,279,,1125,HI,15,3378,2012
1564,,13832,56,59907,8199,1187000,81938,336,,1553,HI,15,3509,1995
2418,417.0,6557,19,42010,5779,1431603,54346,400,561.0,1203,HI,15,4201,2015
2111,223.0,7777,32,32928,4561,1408987,45266,366,508.0,934,HI,15,3585,2013
1842,148.0,7470,20,33003,5549,1420257,46022,388,548.0,952,HI,15,3362,2014
601,,16538,66,40580,6546,915000,63664,296,,1688,HI,15,2651,1979
635,,17822,84,45564,5905,964680,69291,335,,1835,HI,15,2889,1980
584,,16726,47,40699,4211,979000,61636,340,,1453,HI,15,2424,1981
609,,16477,31,42248,4181,994000,62906,342,,1560,HI,15,2542,1982
891,,13636,57,38920,4297,1023000,56853,301,,1330,HI,15,2579,1983
857,,12609,34,38329,3635,1039000,54573,314,,1204,HI,15,2409,1984
912,,12164,43,37357,2980,1054000,52501,310,,1048,HI,15,2313,1985
1095,,14218,51,39922,3486,1062000,57626,329,,1129,HI,15,2604,1986
1345,,12515,52,43678,3964,1083000,60157,393,,1061,HI,15,2851,1987
1492,,13726,44,44946,3978,1093000,62650,355,,919,HI,15,2810,1988
1530,,14939,53,47374,4410,1112000,66723,496,,925,HI,15,3004,1989
1696,,13611,44,46735,4217,1108229,64563,360,,1013,HI,15,3113,1990
1338,,14011,45,47195,3814,1135000,65020,375,,986,HI,15,2744,1991
1365,,13006,42,50544,4351,1160000,67901,440,,1151,HI,15,2998,1992
1408,,13310,45,51912,5283,1172000,70505,394,,1214,HI,15,3061,1993
1461,,14029,50,55260,6383,1179000,75672,359,,1221,HI,15,3091,1994
2895,192.0,6318,49,20962,2077,1680026,29357,719,719.0,213,ID,17,3876,2016
2953,181.0,5655,32,20278,2146,1716943,28079,0,707.0,196,ID,17,3888,2017
2580,,8431,43,33872,2229,1189000,44532,313,,241,ID,17,3177,1996
2481,,9175,39,32784,2429,1210000,44388,350,,237,ID,17,3107,1997
2782,,8518,36,31385,2282,1229000,42185,386,,264,ID,17,3468,1998
2401,,7641,25,26824,1898,1251700,36363,417,,223,ID,17,3066,1999
2644,,7330,16,28545,2086,1293953,37961,384,,223,ID,17,3267,2000
2511,,7507,30,28285,2389,1320585,38181,425,,245,ID,17,3211,2001
2646,,7441,36,29060,2627,1343124,39128,497,,240,ID,17,3419,2002
2556,,7837,26,29559,2646,1367034,40042,535,,245,ID,17,3362,2003
2586,,7671,31,28389,2739,1395140,38799,594,,241,ID,17,3452,2004
2792,,8066,35,27606,2884,1429367,38556,577,,266,ID,17,3670,2005
2726,,7545,35,25154,2436,1466465,35135,611,,294,ID,17,3666,2006
2942,,7131,49,24727,2266,1499402,34124,607,,243,ID,17,3841,2007
2839,,6748,23,23532,1660,1523816,31940,579,,239,ID,17,3680,2008
2952,,6682,24,23066,1472,1545801,31220,575,,254,ID,17,3805,2009
2696,239.0,6513,22,23594,1329,1571102,31436,533,,213,ID,17,3464,2010
2535,227.0,6915,35,24629,1331,1583744,32875,444,,188,ID,17,3202,2011
2580,253.0,7240,30,23203,1382,1595590,31825,495,,243,ID,17,3348,2012
3088,,9069,48,35560,2815,1163000,47444,330,,279,ID,17,3745,1995
2667,243.0,6124,32,20916,1872,1652828,28912,508,703.0,191,ID,17,3593,2015
2548,196.0,6693,29,21999,1538,1612843,30230,516,674.0,220,ID,17,3471,2013
2559,226.0,6466,32,22297,1677,1634806,30440,463,645.0,203,ID,17,3439,2014
1877,,8917,22,26170,1829,1005000,36916,192,,269,ID,17,2360,1985
1986,,9729,49,23577,2460,905000,35766,186,,392,ID,17,2613,1979
2275,,11691,29,28243,2235,943629,42169,211,,442,ID,17,2957,1980
2114,,11255,43,27423,2055,959000,40733,198,,362,ID,17,2717,1981
2025,,9958,24,25256,1688,965000,36902,160,,292,ID,17,2501,1982
1875,,9206,35,24979,1687,989000,35872,181,,270,ID,17,2361,1983
1890,,8751,34,24138,1509,1001000,34398,187,,244,ID,17,2355,1984
1785,,10065,32,28081,1818,1003000,39964,201,,214,ID,17,2232,1986
1690,,9748,31,27923,1671,998000,39342,175,,242,ID,17,2138,1987
1928,,8691,36,26893,1761,999000,37345,179,,202,ID,17,2345,1988
2168,,8843,26,26825,1610,1014000,37278,236,,152,ID,17,2582,1989
2323,,8187,27,28216,1666,1006749,38069,275,,151,ID,17,2776,1990
2482,,8582,19,30143,1853,1039000,40578,300,,215,ID,17,3016,1991
2398,,7934,37,30023,1679,1067000,39636,339,,229,ID,17,3003,1992
2491,,7350,32,29795,2016,1099000,39161,388,,186,ID,17,3097,1993
2673,,8147,40,32597,2210,1133000,42954,316,,209,ID,17,3238,1994
32161,2545.0,48193,1061,195196,19867,12835726,263256,4908,5003.0,17829,IL,18,56054,2016
32060,1810.0,43459,997,193157,20881,12802023,257497,0,5556.0,17567,IL,18,56180,2017
66649,,108185,1179,358515,58077,11847000,524777,4548,,33106,IL,18,105482,1996
63842,,103550,1096,350140,55423,11896000,509113,4415,,33123,IL,18,102476,1997
62261,,97792,1008,337191,52932,12045000,487915,4095,,29927,IL,18,97291,1998
52020,,86317,939,320954,56668,12128370,463939,4297,,26365,IL,18,83621,1999
50731,,81850,898,313161,50267,12419293,445278,3926,,25641,IL,18,81196,2000
49347,,79158,982,306757,48733,12520227,434648,4010,,24931,IL,18,79270,2001
45114,,81440,961,304227,44812,12586447,430479,4370,,25314,IL,18,75759,2002
41506,,78345,895,295907,41633,12649087,415885,4189,,23786,IL,18,70376,2003
41783,,76088,780,287025,40373,12712016,403486,4220,,22582,IL,18,69365,2004
42158,,77635,770,277662,39373,12765427,394670,4313,,23255,IL,18,70496,2005
40858,,77259,780,272578,37641,12831970,387478,4078,,23782,IL,18,69498,2006
40573,,75524,752,267911,33887,12852548,377322,4103,,23100,IL,18,68528,2007
38818,,78968,790,266815,32572,12901563,378355,4118,,24054,IL,18,67780,2008
36588,,77850,773,248821,26676,12910409,353347,3901,,22923,IL,18,64185,2009
32976,2123.0,77472,704,242681,28911,12841980,349064,3066,,20386,IL,18,57132,2010
30495,3096.0,77719,781,237362,29387,12859752,344468,3030,,20217,IL,18,54523,2011
29725,3326.0,71100,770,235314,26292,12868192,332706,3581,,19480,IL,18,53556,2012
73163,,108555,1221,357143,61874,11830000,527572,4313,,39139,IL,18,117836,1995
29019,2361.0,46846,754,192424,17692,12839047,256962,3602,4926.0,15056,IL,18,49755,2015
28161,2345.0,59093,722,216059,20896,12890552,296048,3895,5340.0,17733,IL,18,51956,2013
27485,2387.0,50759,690,201003,17885,12882189,269647,3182,4329.0,15271,IL,18,47775,2014
42579,,161776,1203,356062,75912,11230000,593750,3702,,36056,IL,18,83540,1979
44923,,177099,1205,369319,73689,11355062,620107,3950,,41675,IL,18,91753,1980
43108,,173142,1205,366696,69929,11455000,609767,3716,,42752,IL,18,90781,1981
44515,,157273,1005,354106,68575,11448000,579954,3424,,39700,IL,18,88644,1982
42273,,148445,1112,339061,65351,11486000,552857,3619,,36625,IL,18,83629,1983
43849,,135068,1033,324649,67407,11511000,527124,3594,,34965,IL,18,83441,1984
43872,,131015,927,331030,68160,11535000,530205,4529,,33120,IL,18,82448,1985
50083,,136306,1023,339418,72587,11533000,548311,4765,,37583,IL,18,93454,1986
50400,,130147,967,342492,62487,11582000,535126,4443,,36406,IL,18,92216,1987
52020,,130292,991,355148,69876,11544000,555316,4449,,36097,IL,18,93557,1988
54261,,125441,1051,362556,70806,11658000,558803,4161,,39138,IL,18,98611,1989
59850,,121506,1182,372862,73473,11430602,567841,4505,,45038,IL,18,110575,1990
61387,,129284,1300,382942,75642,11543000,587868,4615,,52653,IL,18,119955,1991
60057,,125306,1322,359618,71976,11631000,556900,4312,,47973,IL,18,113664,1992
62298,,118788,1332,360730,65351,11697000,544869,4046,,44584,IL,18,112260,1993
63849,,118116,1378,363888,66218,11752000,548222,3913,,43788,IL,18,112928,1994
16345,766.0,33567,431,120454,14439,6634007,168460,2501,2449.0,7291,IN,19,26516,2016
16976,768.0,30140,397,115591,15401,6666818,161132,0,2625.0,6600,IN,19,26598,2017
12175,,48880,312,137190,13837,6423113,199907,1621,,7347,IN,19,21455,2009
21705,,45782,420,160777,24817,5841000,231376,1992,,7249,IN,19,31366,1996
20058,,48182,430,158442,25099,5864000,231723,1928,,7763,IN,19,30179,1997
16456,,46552,454,152790,21187,5899000,220529,1952,,6561,IN,19,25423,1998
13767,,42463,391,138794,20290,5942901,201547,1607,,6496,IN,19,22261,1999
12837,,41108,352,144707,21090,6080485,206905,1759,,6282,IN,19,21230,2000
13434,,42758,413,147291,21499,6126743,211548,1716,,7171,IN,19,22734,2001
13184,,42605,362,146073,20287,6156913,208965,1843,,6612,IN,19,22001,2002
13383,,41582,338,145686,20771,6199571,208039,1720,,6401,IN,19,21842,2003
11802,,42168,316,148670,21091,6226537,211929,1803,,6373,IN,19,20294,2004
11281,,43756,356,151278,21744,6266019,216778,1856,,6809,IN,19,20302,2005
10956,,45538,361,150655,21590,6313520,217783,1811,,7175,IN,19,20303,2006
11377,,46485,350,147999,19403,6345289,213887,1738,,7845,IN,19,21310,2007
11912,,48805,322,147334,17500,6376792,213639,1711,,7580,IN,19,21525,2008
12396,1186.0,48570,268,137204,13500,6490622,199274,1760,,6559,IN,19,20983,2010
12578,1150.0,50571,306,140630,14815,6516353,206016,1758,,6977,IN,19,21619,2011
13975,1216.0,47689,307,136668,13637,6537782,197994,1661,,6601,IN,19,22544,2012
14681,815.0,36909,333,124144,13856,6597880,174909,1608,2197.0,6894,IN,19,24105,2014
20211,,47676,466,163618,27023,5803000,238317,1930,,7844,IN,19,30451,1995
15536,712.0,34404,370,123940,13534,6612768,171878,1757,2386.0,7081,IN,19,25373,2015
13915,1012.0,42754,357,130534,14184,6570713,187472,1623,2241.0,7114,IN,19,23627,2013
8958,,63176,448,143666,23381,5400000,230223,1681,,7167,IN,19,18254,1979
10620,,71720,485,153297,23602,5461103,248619,1808,,7720,IN,19,20633,1980
9618,,63887,388,147038,18547,5466000,229472,1616,,7050,IN,19,18672,1981
8602,,59569,355,148454,17871,5471000,225894,1521,,5966,IN,19,16444,1982
8278,,54147,286,138929,17649,5479000,210725,1509,,5474,IN,19,15547,1983
9671,,51019,303,128941,19298,5498000,199258,1372,,5435,IN,19,16781,1984
10312,,50295,319,129861,18064,5499000,198220,1318,,5065,IN,19,17014,1985
10230,,48802,329,128404,18027,5504000,195233,1424,,4954,IN,19,16937,1986
11352,,52363,307,137722,19610,5531000,209695,1609,,4901,IN,19,18169,1987
14135,,52137,358,138335,19705,5575000,210177,1731,,4963,IN,19,21187,1988
14907,,54201,353,149514,21877,5593000,225592,1804,,5671,IN,19,22735,1989
18209,,52297,344,156741,24338,5544159,233376,2103,,5619,IN,19,26275,1990
19102,,54814,423,161039,26077,5610000,241930,2318,,6506,IN,19,28349,1991
19008,,53907,464,157181,25496,5662000,236584,2398,,6921,IN,19,28791,1992
18432,,48677,430,154016,24456,5713000,227149,2234,,6845,IN,19,27941,1993
20216,,48921,453,160043,25011,5752000,233975,2046,,7490,IN,19,30205,1994
6669,375.0,15306,73,45580,5002,3130869,65888,1247,1278.0,1150,IA,16,9170,2016
6639,424.0,15078,104,46198,5579,3145711,66855,0,1234.0,1253,IA,16,9230,2017
6012,,16885,50,66244,5505,2931967,88634,649,,1154,IA,16,7865,2001
6378,,18643,44,68411,5823,2935840,92877,797,,1169,IA,16,8388,2002
6198,,17515,50,64400,5639,2941976,87554,796,,1131,IA,16,8175,2003
6513,,17928,44,62214,5633,2952904,85775,782,,1160,IA,16,8499,2004
6657,,18147,40,60723,5500,2965524,84370,847,,1153,IA,16,8697,2005
6617,,22003,52,71301,6682,2852000,99986,579,,1593,IA,16,8841,1997
6678,,19282,54,66016,5974,2862000,91272,728,,1456,IA,16,8916,1998
6160,,17012,43,62316,5135,2869413,84463,780,,1051,IA,16,8034,1999
6003,,16342,46,65118,5374,2926324,86834,676,,1071,IA,16,7796,2000
6286,,18160,55,60998,5044,2982085,84202,871,,1309,IA,16,8521,2006
6633,,17176,39,57018,4939,2988046,79133,970,,1328,IA,16,8970,2007
6388,,16598,77,52299,4376,3002555,73273,937,,1249,IA,16,8651,2008
6356,,16419,38,49757,3904,3007856,70080,890,,1201,IA,16,8485,2009
6258,484.0,16746,38,48194,3800,3050202,68740,883,,1012,IA,16,8191,2010
6149,518.0,17573,44,50472,3998,3064097,72043,866,,824,IA,16,7883,2011
6255,552.0,17201,49,49116,4040,3075039,70357,901,,962,IA,16,8167,2012
4233,,25357,59,74818,4610,2910000,104785,375,,1114,IA,16,5781,1984
6227,403.0,14363,60,46594,4143,3109481,65100,829,1150.0,1047,IA,16,8484,2014
3538,,27535,67,82568,5045,2905000,115148,362,,1051,IA,16,5018,1982
5871,,18954,53,71893,5449,2852000,96296,561,,1286,IA,16,7771,1996
3637,,26599,68,77402,4586,2905000,108587,365,,1192,IA,16,5262,1983
7894,,21527,51,78645,6332,2842000,106504,619,,1507,IA,16,10071,1995
6291,440.0,14977,73,45328,4383,3121997,64688,877,1205.0,1050,IA,16,8619,2015
6332,459.0,15918,41,47803,4255,3092341,67976,873,1133.0,937,IA,16,8443,2013
3417,,26768,65,85023,7829,2903000,119620,320,,1457,IA,16,5259,1979
3751,,31390,63,93605,7205,2907804,132200,416,,1596,IA,16,5826,1980
3896,,30925,76,93333,6465,2897000,130723,389,,1554,IA,16,5915,1981
4501,,26349,55,76835,4423,2884000,107607,363,,1187,IA,16,6106,1985
5099,,27255,51,79864,4514,2851000,111633,356,,1197,IA,16,6703,1986
5132,,26010,59,80489,4282,2834000,110781,337,,1025,IA,16,6553,1987
5654,,24211,47,79447,4596,2834000,108254,446,,1132,IA,16,7279,1988
5942,,24052,54,79801,4496,2840000,108349,459,,1108,IA,16,7563,1989
6668,,22448,54,78384,4718,2776755,105550,510,,1089,IA,16,8321,1990
6580,,23267,57,79030,4772,2795000,107069,583,,1257,IA,16,8477,1991
6131,,21197,44,77788,4474,2812000,103459,528,,1113,IA,16,7816,1992
6890,,20562,66,73148,5370,2814000,99080,686,,1517,IA,16,9159,1993
6874,,18872,47,70507,5096,2829000,94475,666,,1327,IA,16,8914,1994
8158,528.0,14759,132,60119,7415,2907731,82293,1312,1618.0,1757,KS,20,11665,2016
8458,572.0,13931,160,59816,7846,2913123,81593,0,1627.0,1785,KS,20,12030,2017
7287,,24292,150,91823,6438,2595000,122553,1179,,2535,KS,20,11151,1997
6900,,25239,170,78145,6388,2572000,109772,1096,,2476,KS,20,10642,1996
6887,,21874,160,79722,6048,2654052,107644,1065,,2047,KS,20,10159,1999
7231,,21484,169,80077,6496,2688418,108057,1022,,2048,KS,20,10470,2000
7449,,20514,92,77038,7985,2702125,105537,945,,2423,KS,20,10909,2001
6951,,19679,78,73877,7212,2711769,100768,1035,,2165,KS,20,10229,2002
7374,,21973,125,79471,7832,2724786,109276,1085,,2247,KS,20,10831,2003
7254,,20146,122,81115,8510,2733697,109771,1142,,1812,KS,20,10330,2004
7707,,19028,101,76222,9338,2748172,104588,1098,,1795,KS,20,10701,2005
8678,,20086,125,75450,8724,2764075,104260,1279,,1878,KS,20,11960,2006
9315,,20461,106,73900,8600,2775997,102961,1287,,2022,KS,20,12730,2007
8534,,19651,113,67826,7405,2802134,94882,1226,,1681,KS,20,11554,2008
8370,,19473,125,65499,5958,2818747,90930,1179,,1786,KS,20,11460,2009
7821,736.0,19315,97,63774,6020,2859143,89109,1146,,1538,KS,20,10602,2010
7528,745.0,18712,111,63259,6684,2870386,88655,1122,,1448,KS,20,10209,2011
7609,812.0,18874,85,65413,6779,2885398,91066,1105,,1493,KS,20,10292,2012
7299,598.0,15921,92,57169,6939,2902507,80029,1066,1483.0,1361,KS,20,10235,2014
7384,,24984,173,85329,6801,2629000,117114,1128,,2287,KS,20,10972,1998
6920,,27404,159,78855,8299,2565000,114558,938,,2775,KS,20,10792,1995
7850,657.0,15619,126,57435,7005,2906721,80059,1226,1684.0,1823,KS,20,11483,2015
7177,585.0,17476,117,61557,6671,2895801,85704,1003,1295.0,1339,KS,20,9928,2013
5197,,31504,130,69622,6479,2369000,107605,626,,2423,KS,20,8376,1979
5599,,35826,163,75268,6398,2354783,117492,742,,2664,KS,20,9168,1980
5301,,36768,151,77039,6073,2381000,119880,733,,2611,KS,20,8796,1981
5259,,32382,138,73416,5358,2408000,111156,596,,2095,KS,20,8088,1982
5117,,28318,137,68735,4875,2425000,101928,627,,2038,KS,20,7919,1983
5644,,25577,89,67028,5041,2438000,97646,669,,1745,KS,20,8147,1984
5947,,25740,121,67433,5301,2450000,98474,719,,1929,KS,20,8716,1985
6200,,29229,108,74029,6349,2461000,109607,810,,1958,KS,20,9076,1986
5982,,28177,110,78043,6268,2476000,112488,808,,2032,KS,20,8932,1987
6083,,29321,85,76927,6032,2487000,112280,779,,2136,KS,20,9083,1988
6510,,29871,138,77802,7473,2513000,115146,917,,2508,KS,20,10073,1989
7079,,28901,98,80361,8309,2477574,117571,1002,,2914,KS,20,11093,1990
7741,,32601,153,84258,8757,2495000,125616,1118,,3453,KS,20,12465,1991
8418,,32639,151,80526,8169,2523000,121334,1042,,3277,KS,20,12888,1992
8259,,28655,161,76538,8167,2531000,113360,1016,,3128,KS,20,12564,1993
7149,,28635,170,75459,8383,2554000,112477,1055,,2940,KS,20,11314,1994
5230,690.0,30443,188,74488,6239,4347223,111170,1438,,3748,KY,21,10604,2010
5110,677.0,32750,151,79586,6701,4366814,119037,1499,,3705,KY,21,10465,2011
4792,703.0,29877,201,76199,6724,4379730,112800,1312,,3547,KY,21,9852,2012
6952,,29556,201,77279,7657,4269245,114492,1457,,4080,KY,21,12690,2008
5643,,29880,184,72938,6096,4314113,108914,1531,,3642,KY,21,11000,2009
4215,634.0,26331,172,72048,6069,4399583,104448,951,1646.0,3247,KY,21,9280,2013
7347,,26736,228,73653,10142,3884000,110531,1230,,3643,KY,21,12448,1996
7308,,26638,228,73487,9694,3908000,109819,1304,,3546,KY,21,12386,1997
8097,,27998,237,71971,9752,3936000,109721,1107,,3468,KY,21,12909,1998
7757,,25180,203,70719,8869,3960825,104768,1148,,3104,KY,21,12212,1999
7363,,25308,193,73141,9274,4041769,107723,1091,,3256,KY,21,11903,2000
6009,,26964,181,71448,8944,4068816,107356,1051,,3269,KY,21,10510,2001
6692,,26891,191,72378,9321,4089822,108590,1087,,3131,KY,21,11101,2002
5703,,26034,181,69083,8253,4118189,103370,1124,,3224,KY,21,10232,2003
4432,530.0,23426,164,70108,6375,4412617,99909,1098,1556.0,3343,KY,21,9495,2014
5410,,25902,236,70535,8772,4141835,105209,1238,,3268,KY,21,10152,2004
5833,,26458,190,70354,8796,4172608,105608,1421,,3690,KY,21,11134,2005
6026,,27867,173,72197,9364,4206074,109428,1312,,3850,KY,21,11361,2006
6690,,27820,206,71489,8678,4241474,107987,1365,,4068,KY,21,12329,2007
5068,587.0,20932,265,66833,9948,4436113,97713,1641,1748.0,3371,KY,21,10452,2016
5174,499.0,20195,263,64394,10244,4454189,94833,0,1661.0,2958,KY,21,10056,2017
8571,,28389,276,76906,10003,3860000,115298,1231,,4001,KY,21,14079,1995
4710,369.0,22526,219,67143,7876,4424611,97545,1165,1644.0,3314,KY,21,9887,2015
4447,,32082,335,62431,9035,3527000,103548,719,,3247,KY,21,8748,1979
5224,,37901,321,68296,9131,3641479,115328,698,,3468,KY,21,9711,1980
5838,,38893,308,71194,8603,3661000,118690,766,,3687,KY,21,10599,1981
6893,,37736,355,73020,8548,3667000,119304,734,,3568,KY,21,11550,1982
7550,,36286,364,71322,7994,3714000,115602,817,,3236,KY,21,11967,1983
6641,,29234,244,63860,6709,3723000,99803,826,,2631,KY,21,10342,1984
7501,,28739,256,62491,7198,3726000,98428,806,,2821,KY,21,11384,1985
8283,,30725,248,64882,7203,3728000,102810,860,,3076,KY,21,12467,1986
8167,,31571,280,70532,7181,3727000,109284,781,,3361,KY,21,12589,1987
8456,,30747,229,66711,6904,3721000,104362,835,,2764,KY,21,12284,1988
9256,,30526,293,71611,8191,3727000,110328,917,,2836,KY,21,13302,1989
10509,,28264,264,71594,7350,3685296,107208,1068,,2545,KY,21,14386,1990
11610,,29576,253,70885,7969,3713000,108430,1315,,3084,KY,21,16262,1991
15409,,27378,216,69186,8128,3755000,104692,1209,,3273,KY,21,20107,1992
12555,,28041,249,69745,8193,3789000,105979,1301,,3425,KY,21,17530,1993
11802,,28718,244,73449,8558,3827000,110725,1350,,3595,KY,21,16991,1994
23237,,51210,560,157507,23661,4369000,232378,1609,,8651,LA,22,34057,1998
22526,,47775,468,149749,21695,4372035,219219,1448,,7591,LA,22,32033,1999
25823,,56379,762,173271,27480,4351000,257130,1805,,12036,LA,22,40426,1996
24360,,53935,682,163114,26374,4352000,243423,1799,,10407,LA,22,37248,1997
20851,,46289,560,144345,21270,4468976,211904,1497,,7532,LA,22,30440,2000
20910,,46451,501,139555,21687,4470368,207693,1403,,7864,LA,22,30678,2001
20445,,45350,593,133302,20186,4476192,198838,1529,,7123,LA,22,29690,2002
19429,,44572,584,129471,19655,4493665,193698,1601,,7008,LA,22,28622,2003
20090,,45359,574,134080,19714,4506685,199153,1616,,6564,LA,22,28844,2004
19681,,39382,450,112840,14389,4507331,166611,1421,,5337,LA,22,26889,2005
22853,,46703,555,112605,15667,4287768,174975,1587,,5928,LA,22,30923,2006
23421,,46932,625,118291,15293,4293204,180516,1427,,6316,LA,22,31789,2007
21578,,45524,544,112091,13564,4410796,171179,1250,,6241,LA,22,29613,2008
20848,,46928,529,114102,11589,4492076,172619,1351,,6150,LA,22,28878,2009
18214,709.0,45437,500,110260,9970,4545343,165667,1230,,5297,LA,22,25241,2010
18370,698.0,46242,506,113174,9113,4574766,168529,1262,,5235,LA,22,25373,2011
15737,572.0,42037,489,112764,7872,4602134,162673,1155,,5458,LA,22,22839,2012
16331,472.0,41214,494,115300,9165,4629284,165679,1248,1763.0,5539,LA,22,24127,2013
18528,534.0,34689,555,109492,10330,4686157,154511,1816,1819.0,5575,LA,22,26477,2016
18285,594.0,34265,582,112485,10962,4684333,157712,0,1867.0,5358,LA,22,26092,2017
29484,,53481,740,166667,25984,4342000,246132,1855,,11662,LA,22,43741,1995
