year,state_abbr,state_id,population,aggravated_assault,arson,burglary,homicide,larceny,motor_vehicle_theft,property_crime,rape_legacy,rape_revised,robbery,violent_crime
1983,AL,2,3959000,11281,,42485,364,94279,9126,145890,931,,3895,16471
1984,AL,2,3990000,11995,,39970,374,89198,9319,138487,1002,,3833,17204
2001,AL,2,4468912,12250,,40642,379,119992,12619,173253,1369,,5584,19582
2002,AL,2,4478896,12002,,42578,303,123932,13890,180400,1664,,5962,19931
2003,AL,2,4503726,11338,,43245,299,124039,14957,182241,1656,,6038,19331
2004,AL,2,4525375,11286,,44666,254,123650,14024,182340,1742,,6042,19324
2005,AL,2,4548327,11293,,43473,374,120780,13140,177393,1564,,6447,19678
2006,AL,2,4599030,10463,,44780,382,121451,15018,181249,1646,,7062,19553
2007,AL,2,4627851,11417,,45379,412,124465,14238,184082,1548,,7398,20775
2008,AL,2,4661900,11795,,50411,351,126539,13466,190416,1618,,7346,21110
2009,AL,2,4708708,13103,,48844,322,118072,11091,178007,1504,,6265,21194
2010,AL,2,4785401,11869,738.0,42484,275,115564,10780,168828,1355,,4864,18363
2011,AL,2,4803689,13591,795.0,51119,299,111411,10662,173192,1370,,4906,20166
2012,AL,2,4817528,15035,1040.0,47481,342,111523,9874,168878,1296,,5020,21693
2013,AL,2,4833996,13788,761.0,42410,346,108862,10563,161835,1449,2055.0,4645,20834
2014,AL,2,4846411,13744,1245.0,39723,276,104223,10141,154087,1425,2005.0,4702,20727
1985,AL,2,4021000,12686,,41612,396,88108,10395,140115,1079,,4237,18398
2017,AL,2,4874747,18902,703.0,31477,404,99842,12841,144160,0,2028.0,4217,25551
2016,AL,2,4860545,18869,1054.0,34045,407,97498,11716,143259,1916,1915.0,4687,25878
1996,AL,2,4273000,15194,,42821,444,123350,15632,181803,1397,,7124,24159
1997,AL,2,4319000,15626,,43786,426,127616,15407,186809,1396,,6931,24379
1998,AL,2,4352000,14791,,41965,354,120943,14871,177779,1443,,5698,22286
1999,AL,2,4369862,14266,,38648,345,119616,13134,171398,1513,,5297,21421
2000,AL,2,4447100,14107,,40331,329,127399,12809,180539,1482,,5702,21620
1995,AL,2,4253000,17169,,43586,475,120967,14741,179294,1350,,7900,26894
1982,AL,2,3943000,11793,,49531,417,104740,10777,165048,1026,,4417,17653
2015,AL,2,4853875,15960,770.0,35265,348,99182,10338,144785,1449,2037.0,4612,22957
1979,AL,2,3769000,9918,,48517,496,83791,12064,144372,1037,,4127,15578
1980,AL,2,3861466,10551,,58952,509,102029,12210,173191,1158,,5102,17320
1981,AL,2,3916000,11985,,56811,465,105471,11129,173411,1021,,4952,18423
1986,AL,2,4053000,16534,,46974,409,93396,10821,151191,1150,,4523,22616
1987,AL,2,4083000,16735,,48927,380,99260,10731,158918,1137,,4581,22833
1988,AL,2,4127000,16556,,50920,408,103282,11007,165209,1228,,4860,23052
1989,AL,2,4118000,17117,,47224,421,106771,12249,166244,1276,,5515,24329
1990,AL,2,4040587,21039,,44585,467,111336,14053,169974,1319,,5805,28630
1991,AL,2,4089000,26348,,51873,469,118151,14858,184882,1455,,6246,34518
1992,AL,2,4136000,27074,,49053,455,117801,14983,181837,1704,,6819,36052
1993,AL,2,4187000,24044,,45578,484,111878,14142,171598,1471,,6677,32676
1994,AL,2,4219000,19633,,44064,501,119951,14000,178015,1487,,7223,28844
1999,AK,1,619500,2773,,3787,52,16654,2658,23099,517,,566,3908
2000,AK,1,626932,2540,,3899,27,16838,2350,23087,497,,490,3554
2001,AK,1,633630,2681,,3847,39,16695,2618,23160,501,,514,3735
2002,AK,1,641482,2594,,3908,33,17739,2471,24118,511,,489,3627
2003,AK,1,648280,2787,,3874,39,18051,2461,24386,605,,446,3877
2004,AK,1,657755,3117,,3773,37,16159,2240,22172,558,,447,4159
2005,AK,1,663253,3087,,4131,32,17249,2595,23975,538,,537,4194
2006,AK,1,670053,3462,,4155,36,17284,2536,23975,512,,600,4610
2007,AK,1,683478,3351,,3734,43,16929,2433,23096,545,,581,4520
2008,AK,1,686293,3356,,3237,27,15225,1628,20090,447,,645,4475
2009,AK,1,698473,3235,,3600,22,15251,1687,20538,513,,654,4424
2010,AK,1,714146,3379,178.0,3105,31,15535,1619,20259,533,,594,4537
2011,AK,1,723860,3374,222.0,2852,30,14854,1388,19094,436,,576,4416
2012,AK,1,730307,3169,187.0,2950,30,15565,1522,20037,583,,630,4412
1996,AK,1,607000,3264,,5118,45,20557,2992,28667,398,,710,4417
1997,AK,1,609000,3165,,4276,54,20780,2784,27840,403,,648,4270
1998,AK,1,614000,3021,,4098,41,18611,2607,25316,421,,532,4015
2017,AK,1,739795,4257,139.0,4171,62,17775,4258,26204,0,863.0,951,6133
2016,AK,1,741522,4011,144.0,4053,52,17766,3057,24876,1053,1053.0,850,5966
1995,AK,1,604000,3179,,5055,55,21891,3151,30097,485,,937,4656
2015,AK,1,737709,3671,182.0,3511,59,15249,2046,20806,648,900.0,761,5391
2013,AK,1,737259,3127,154.0,2917,34,16599,1695,21211,657,925.0,623,4709
2014,AK,1,737046,3243,145.0,3150,41,15445,1739,20334,553,771.0,629,4684
1979,AK,1,406000,1203,,5616,54,15076,2501,23193,292,,445,1994
1980,AK,1,440142,1270,,5545,39,14916,2469,22930,250,,360,1919
1981,AK,1,412000,1584,,5479,60,16310,2845,24634,421,,472,2537
1982,AK,1,438000,1691,,5204,81,16672,2603,24479,374,,586,2732
1983,AK,1,479000,1923,,5720,66,17085,3084,25889,486,,465,2940
1984,AK,1,500000,2045,,6184,58,18140,3144,27468,458,,547,3108
1985,AK,1,521000,2094,,6209,51,18220,3159,27588,402,,484,3031
1986,AK,1,534000,2142,,6204,46,20879,3224,30307,388,,470,3046
1987,AK,1,525000,1613,,5093,53,18195,2553,25841,341,,384,2391
1988,AK,1,513000,1983,,4321,29,15911,2334,22566,296,,374,2682
1989,AK,1,527000,1946,,4358,42,15811,2398,22567,279,,356,2623
1990,AK,1,550043,2021,,4919,41,17428,3110,25457,401,,422,2885
1991,AK,1,570000,2289,,5582,42,20375,3043,29000,523,,645,3499
1992,AK,1,587000,2614,,5170,44,20728,2918,28816,579,,640,3877
1993,AK,1,599000,3268,,4893,54,21201,2701,28795,502,,733,4557
1994,AK,1,606000,3302,,4848,38,21824,3275,29947,418,,886,4644
1996,AZ,5,4428000,18776,,55630,377,188300,41034,284964,1381,,7429,27963
1997,AZ,5,4555000,18997,,60077,375,195045,44201,299323,1492,,7547,28411
1998,AZ,5,4669000,17442,,56473,376,183137,40391,280001,1451,,7715,26984
1999,AZ,5,4778332,17279,,49423,384,167731,38247,255401,1383,,7288,26334
2000,AZ,5,5130632,17841,,51902,359,176705,43204,271811,1577,,7504,27281
2001,AZ,5,5306966,17889,,54821,400,186850,52203,293874,1518,,8868,28675
2002,AZ,5,5441125,20176,,59087,387,201541,57668,318296,1608,,8000,30171
2003,AZ,5,5579222,18722,,58613,441,198725,56997,314335,1856,,7619,28638
2004,AZ,5,5739879,18921,,56885,414,179012,55306,291203,1896,,7721,28952
2005,AZ,5,5953007,19448,,56328,445,176112,54905,287345,2006,,8579,30478
2006,AZ,5,6166318,20983,,59418,533,178321,56650,294389,2449,,9491,33456
2007,AZ,5,6338755,20170,,59988,548,177076,50244,287308,2353,,9764,32835
2008,AZ,5,6500180,19096,,58606,462,169460,38587,266653,2200,,9809,31567
2009,AZ,5,6595778,17270,,54308,380,155976,26437,236721,2279,,8199,28128
2010,AZ,5,6413158,16976,1830.0,50932,408,154137,21733,226802,2191,,6953,26528
2011,AZ,5,6467315,16748,1745.0,54695,397,155400,19801,229896,2499,,7145,26789
2012,AZ,5,6551149,18054,1957.0,52911,358,159808,18982,231701,2282,,7383,28077
1982,AZ,5,2860000,8912,,53861,236,124723,10577,189161,1100,,4537,14785
1985,AZ,5,3187000,12820,,59585,254,135720,12286,207591,1458,,4670,19202
2013,AZ,5,6634997,17391,1748.0,48292,355,158036,16966,223294,2344,3174.0,6656,27576
2014,AZ,5,6728783,16614,1764.0,43412,311,152683,17311,213406,2356,3272.0,6225,26422
1986,AZ,5,3317000,14489,,63278,307,143845,13892,221015,1425,,5614,21835
1987,AZ,5,3386000,14406,,55059,253,153296,14308,222663,1396,,4687,20742
1988,AZ,5,3466000,14758,,54773,294,167121,15914,237808,1345,,4750,21147
1989,AZ,5,3556000,14853,,59284,237,181574,24426,265284,1286,,4944,21320
2017,AZ,5,7016270,24207,1183.0,37627,416,147830,19058,204515,0,3581.0,7440,35644
2016,AZ,5,6908642,21804,1144.0,38216,389,150618,18483,207317,3290,3304.0,7045,32542
1979,AZ,5,2450000,8884,,48916,219,116976,12085,177977,1120,,4305,14528
1980,AZ,5,2715357,10909,,58527,279,132814,12852,204193,1227,,5258,17673
1990,AZ,5,3665228,16230,,61206,284,172375,31648,265229,1500,,5897,23911
1991,AZ,5,3750000,17056,,60281,291,159987,32291,252559,1590,,6215,25152
1994,AZ,5,4075000,20161,,60157,426,190649,43467,294273,1465,,6601,28653
1995,AZ,5,4218000,20909,,59762,439,207763,48830,316355,1418,,7329,30095
2015,AZ,5,6817565,18193,1190.0,38010,306,152388,16786,207184,2268,3109.0,6360,27968
1981,AZ,5,2793000,9830,,57655,227,127469,11451,196575,1064,,4961,16082
1983,AZ,5,2963000,9265,,49440,213,114721,10579,174740,1241,,3923,14642
1984,AZ,5,3053000,10199,,52327,238,118604,11739,182670,1316,,4003,15756
1992,AZ,5,3832000,17880,,54095,312,158053,31481,243629,1647,,5867,25706
1993,AZ,5,3936000,19903,,57684,339,172689,33998,264371,1488,,6412,28142
1996,AR,3,2510000,9032,,23925,219,73010,7855,104790,1046,,2864,13161
1997,AR,3,2523000,9131,,25568,250,72253,7938,105759,1098,,2814,13293
2017,AR,3,3004279,12425,534.0,21862,258,63374,7253,92489,0,2053.0,1935,16671
1979,AR,3,2180000,5565,,21457,198,45267,4225,70949,595,,1626,7984
1998,AR,3,2538000,8906,,23559,201,65525,7187,96271,893,,2442,12442
1999,AR,3,2551373,7971,,21692,143,63927,6664,92283,710,,2024,10848
2000,AR,3,2673400,8887,,21443,168,69740,6932,98115,848,,2001,11904
2001,AR,3,2694698,8969,,22196,148,69590,7320,99106,892,,2181,12190
2002,AR,3,2706268,8081,,23229,142,71129,6813,101171,754,,2524,11501
2003,AR,3,2727774,9131,,25016,180,68061,6007,99084,911,,2227,12449
2004,AR,3,2750000,10083,,30151,176,74242,6518,110911,1183,,2372,13814
2005,AR,3,2775708,10747,,30118,189,75510,7286,112914,1202,,2532,14670
2006,AR,3,2810872,11259,,31864,205,72646,7515,112025,1325,,2749,15538
2007,AR,3,2834797,10629,,32035,198,73096,6999,112130,1294,,3105,15226
2008,AR,3,2855390,10244,,33912,165,69905,6543,110360,1463,,2777,14649
2009,AR,3,2889450,10772,,34753,179,68228,6097,109078,1378,,2576,14905
2010,AR,3,2921588,10887,636.0,32463,134,65796,5561,103820,1321,,2369,14711
2011,AR,3,2938582,10426,612.0,34016,160,70645,5769,110430,1230,,2357,14173
2012,AR,3,2949828,10134,561.0,32673,174,70982,5734,109389,1233,,2310,13851
2016,AR,3,2988231,12007,541.0,23814,217,67091,7187,98092,2143,2214.0,2125,16563
1995,AR,3,2484000,9435,,24763,259,69935,8082,102780,925,,3122,13741
2015,AR,3,2977853,11455,487.0,22851,189,68720,5820,97391,1425,2008.0,2117,15769
2013,AR,3,2958765,9796,517.0,30369,158,70430,5678,106477,1135,1490.0,2261,13705
2014,AR,3,2966835,10220,453.0,24816,175,69001,5635,99452,1291,1816.0,2037,14248
1980,AR,3,2284037,4989,,25559,210,49558,4273,79390,609,,1848,7656
1981,AR,3,2294000,4557,,24732,209,50959,4281,79972,577,,1776,7119
1982,AR,3,2291000,4824,,24547,187,52450,4262,81259,622,,1805,7438
1983,AR,3,2328000,4552,,22380,178,48140,4043,74563,586,,1614,6930
1984,AR,3,2349000,5089,,20810,176,46807,3937,71554,697,,1587,7549
1985,AR,3,2359000,5709,,22207,187,49957,4208,76372,686,,1617,8199
1986,AR,3,2372000,6598,,24429,191,54677,4623,83729,686,,1890,9365
1987,AR,3,2388000,6988,,25743,182,60862,4932,91537,779,,1890,9839
1988,AR,3,2422000,7209,,26443,211,60363,5156,91962,780,,2037,10237
1989,AR,3,2406000,7610,,28738,203,63084,6391,98213,924,,2660,11397
1990,AR,3,2350725,8590,,28464,241,66630,6803,101897,1019,,2661,12511
1991,AR,3,2372000,9533,,29093,264,71487,8097,108677,1058,,3217,14072
1992,AR,3,2399000,9571,,26214,259,66288,7900,100402,990,,3011,13831
1993,AR,3,2424000,10079,,26646,247,67767,7818,102231,1028,,3027,14381
1994,AR,3,2453000,10118,,26911,294,68478,7726,103115,1028,,3158,14598
2016,CA,6,39296476,104375,7766.0,188304,1930,637010,176756,1002070,13702,13702.0,54789,174796
2009,CA,6,36961664,100156,,230198,1972,615402,163833,1009433,8713,,64093,174934
2010,CA,6,37338198,95877,7865.0,228857,1809,600558,152524,981939,8331,,58116,164133
2011,CA,6,37683933,91195,7200.0,230075,1792,596905,146842,973822,7665,,54291,154943
2012,CA,6,37999878,94702,7411.0,245767,1884,635090,168608,1049465,7837,,56521,160944
2017,CA,6,39536653,104454,8648.0,176690,1830,642033,168391,987114,0,14721.0,56622,177627
2013,CA,6,38431393,89029,7458.0,232058,1746,621557,165292,1018907,7464,10324.0,53640,154739
2014,CA,6,38792291,91804,7147.0,202669,1700,592673,151851,947193,8389,11578.0,48681,153763
1996,CA,6,31878000,167614,,312212,2916,830457,242466,1385135,10244,,94222,274996
1997,CA,6,32268000,163346,,299240,2579,784405,228722,1312367,10189,,81468,257582
1998,CA,6,32667000,149148,,269012,2171,724262,195517,1188791,9782,,68782,229883
1999,CA,6,33145121,136472,,223814,2005,660991,168480,1053285,9363,,60039,207879
2000,CA,6,33871648,138418,,222293,2079,651855,182035,1056183,9785,,60249,210531
2001,CA,6,34600463,136087,,232273,2206,697739,204177,1134189,9960,,64614,212867
2002,CA,6,35001986,130827,,238428,2395,715692,222364,1176484,10198,,64968,208388
2003,CA,6,35462712,129380,,242274,2407,731486,241326,1215086,9994,,63770,205551
2004,CA,6,35842038,115400,,245903,2392,728687,252604,1227194,9615,,61768,189175
2005,CA,6,36154147,114661,,250521,2503,692467,257543,1200531,9392,,63622,190178
2006,CA,6,36457549,111620,,247230,2486,669103,243655,1159988,9235,,71142,194483
2007,CA,6,36553215,109547,,237850,2262,654526,220134,1112510,9046,,70706,191561
2008,CA,6,36756666,104896,,237811,2142,650656,192529,1080996,8903,,69388,185329
1995,CA,6,31589000,186458,,353895,3531,902456,280479,1536830,10554,,104611,305154
2015,CA,6,38993940,99349,7380.0,197404,1861,656517,170993,1024914,9341,12811.0,52862,166883
1979,CA,6,22696000,93129,,496310,2952,847148,167563,1511021,12239,,75767,184087
1980,CA,6,23532680,102766,,545138,3411,913070,174834,1633042,13693,,90420,210290
1981,CA,6,24159000,97995,,540806,3143,921939,162557,1625302,13566,,93781,208485
1982,CA,6,24724000,94133,,499466,2779,935831,164530,1599827,12529,,91988,201429
1983,CA,6,25174000,93933,,460460,2639,867123,158904,1486487,12093,,85826,194491
1984,CA,6,25622000,97246,,443094,2717,857328,161309,1461731,11702,,83924,195589
1985,CA,6,26365000,101185,,448506,2770,890967,177237,1516710,11421,,86387,201763
1986,CA,6,26981000,140701,,457698,3038,913004,205597,1576299,12119,,92512,248370
1987,CA,6,27663000,155569,,419969,2924,896335,229624,1545928,12109,,83341,253943
1988,CA,6,28168000,161055,,407631,2936,933636,265913,1607180,11780,,86141,261912
1989,CA,6,29063000,172581,,410468,3158,972603,298445,1681516,11966,,96431,284136
1990,CA,6,29760021,182602,,400392,3553,951580,302214,1654186,12688,,112208,311051
1991,CA,6,30380000,189428,,424656,3859,986120,315615,1726391,12896,,124939,331122
1992,CA,6,30867000,198045,,427491,3921,968534,320112,1716137,12761,,130897,345624
1993,CA,6,31211000,194083,,414182,4096,945407,319295,1678884,11766,,126436,336381
1994,CA,6,31431000,191548,,384257,3703,929640,308205,1622102,10984,,112160,318395
2016,CO,7,5530105,11681,940.0,23825,189,108680,19641,152146,3555,3635.0,3525,19030
1996,CO,7,3823000,9763,,34436,180,130576,15206,180218,1765,,3755,15463
1997,CO,7,3893000,9063,,30994,157,119801,16107,166902,1677,,3242,14139
1998,CO,7,3971000,9704,,31231,183,115871,16087,163189,1883,,3238,15008
1999,CO,7,4056133,8891,,26979,185,109228,14795,151002,1679,,3056,13811
2000,CO,7,4301261,9425,,27133,134,112843,16961,156937,1774,,3034,14367
2017,CO,7,5607154,12721,1054.0,22813,221,106809,21861,151483,0,3858.0,3838,20638
2001,CO,7,4430989,9849,,28533,158,121360,20994,170887,1930,,3555,15492
2002,CO,7,4501051,10058,,31678,179,125193,23183,180054,2066,,3579,15882
2003,CO,7,4547633,9921,,32394,185,124496,22816,179706,1913,,3738,15757
2004,CO,7,4601821,11236,,33010,201,123308,24004,180322,1945,,3739,17121
2005,CO,7,4663295,12351,,34746,173,127602,26101,188449,2026,,3948,18498
2006,CO,7,4753377,12641,,32411,171,110372,20656,163439,2158,,3824,18794
2007,CO,7,4861515,11410,,28633,155,100519,16656,145808,2075,,3461,17101
2008,CO,7,4939456,11760,,28054,165,97937,13349,139340,2151,,3404,17480
2009,CO,7,5024748,11223,,26637,159,95079,12480,134196,2269,,3371,17022
2010,CO,7,5047692,10816,1020.0,26196,129,97534,11271,135001,2230,,3164,16339
2011,CO,7,5116302,10346,1061.0,25725,155,96054,11002,132781,2285,,3299,16085
2012,CO,7,5189458,10285,928.0,26163,152,101091,12101,139355,2122,,3392,15951
2013,CO,7,5272086,9826,852.0,25075,174,102375,12524,139974,2198,2963.0,3136,16099
1995,CO,7,3747000,11194,,35001,216,136184,14520,185705,1480,,3604,16494
2015,CO,7,5448819,10532,872.0,23490,173,104532,16022,144044,2422,3328.0,3315,17348
2014,CO,7,5355588,10211,946.0,23502,150,99688,12599,135789,2236,3089.0,3037,16487
1979,CO,7,2772000,8486,,49741,161,117898,13345,180984,1472,,4353,14472
1980,CO,7,2878407,8899,,58455,198,124514,12903,195872,1510,,4608,15215
1981,CO,7,2963000,9438,,60197,239,129658,12264,202119,1352,,4726,15755
1982,CO,7,3045000,9229,,53260,182,134873,12097,200230,1356,,4587,15354
1983,CO,7,3139000,9469,,48101,202,133271,11698,193070,1316,,3968,14955
1984,CO,7,3178000,9503,,49619,184,128859,12626,191104,1238,,3623,14548
1985,CO,7,3231000,9697,,56480,189,137868,13988,208336,1321,,4012,15219
1986,CO,7,3267000,10762,,58531,230,138219,15876,212626,1382,,4731,17105
1987,CO,7,3296000,9958,,50580,191,132266,14379,197225,1344,,3916,15409
1988,CO,7,3290000,10842,,45503,187,128331,13885,187719,1269,,3250,15548
1989,CO,7,3317000,11304,,41475,146,128195,15022,184692,1202,,2984,15636
1990,CO,7,3294394,12684,,39822,138,128172,14112,182106,1521,,2985,17328
1991,CO,7,3377000,13472,,39117,199,132717,14401,186235,1588,,3628,18887
1992,CO,7,3470000,14049,,37853,216,131169,17662,186684,1641,,4180,20086
1993,CO,7,3566000,14230,,36011,206,124787,16058,176856,1633,,4160,20229
1994,CO,7,3656000,12944,,33843,199,127600,14365,175808,1579,,3910,18632
2016,CT,8,3587685,4588,415.0,10107,79,47642,7126,64875,763,791.0,2711,8169
2017,CT,8,3588184,4428,342.0,8890,102,47310,7309,63509,0,837.0,2813,8180
1996,CT,8,3274000,7025,,27574,158,81328,16022,124924,755,,5552,13490
1997,CT,8,3270000,6918,,24143,124,78821,14541,117505,740,,4999,12781
1998,CT,8,3274000,6751,,21801,135,77472,12705,111978,728,,4379,11993
1999,CT,8,3282031,6527,,19298,107,69299,11297,99894,654,,4054,11342
2000,CT,8,3405565,6450,,17436,98,68498,13099,99033,678,,3832,11058
2001,CT,8,3434602,6565,,17159,105,65762,12378,95299,639,,4183,11492
2002,CT,8,3458587,5914,,17111,84,64735,11580,93426,740,,4069,10807
2003,CT,8,3486960,6023,,16043,112,65568,11370,92981,698,,4212,11045
2004,CT,8,3498966,5070,,15959,100,66770,11213,93942,755,,4188,10113
2005,CT,8,3500701,4792,,15245,105,64416,10609,90270,712,,3933,9542
2006,CT,8,3504809,5212,,15583,137,64765,10290,90638,696,,4460,10505
2007,CT,8,3502309,5441,,15640,113,60937,9951,86528,690,,4303,10547
2008,CT,8,3501252,5882,,15107,132,63212,8891,87210,680,,4043,10737
2009,CT,8,3518288,5824,,15172,106,59992,7461,82625,657,,4001,10588
2010,CT,8,3575498,5802,430.0,15145,133,56413,6701,78259,595,,3553,10083
2011,CT,8,3586717,5382,393.0,15468,129,55067,6670,77205,689,,3689,9889
2012,CT,8,3591765,5424,394.0,14787,117,55904,6478,77169,933,,3709,10183
1995,CT,8,3275000,7022,,29095,150,87401,17692,134188,776,,5345,13293
2015,CT,8,3584730,4099,286.0,10286,116,48898,6426,65610,585,798.0,2925,7938
2013,CT,8,3599341,4906,278.0,12934,91,52099,6241,71274,647,891.0,3551,9439
2014,CT,8,3594762,4520,306.0,12017,89,51195,6114,69326,579,794.0,3172,8575
1979,CT,8,3115000,5998,,48229,131,96997,21905,167131,752,,6021,12902
1980,CT,8,3095224,5203,,52638,146,95631,21014,169283,670,,6749,12768
1981,CT,8,3132000,5469,,52990,168,96927,18873,168790,687,,7709,14033
1982,CT,8,3153000,5167,,44481,164,96640,17411,158532,692,,6574,12597
1983,CT,8,3138000,4715,,39988,129,89421,15028,144437,627,,6296,11767
1984,CT,8,3154000,5532,,35607,122,84630,13336,133573,759,,6009,12422
1985,CT,8,3174000,5843,,36041,120,86524,14007,136572,763,,6032,12758
1986,CT,8,3189000,6541,,38190,148,87963,14258,140411,760,,6129,13578
1987,CT,8,3211000,6779,,39120,156,90852,16986,146958,800,,5720,13455
1988,CT,8,3241000,7656,,39477,174,91079,19899,150455,849,,6080,14759
1989,CT,8,3239000,8538,,40035,190,91483,22601,154119,892,,6956,16576
1990,CT,8,3287116,9400,,40355,166,94485,24027,158867,918,,7717,18201
1991,CT,8,3291000,9230,,39198,187,93384,26188,158770,960,,7384,17761
1992,CT,8,3281000,8284,,36372,166,89463,23700,149535,884,,6918,16252
1993,CT,8,3277000,7496,,32052,206,85876,19515,137443,800,,6447,14949
1994,CT,8,3275000,7745,,29142,215,84721,20167,134030,806,,6150,14916
2016,DE,11,952698,3131,181.0,5028,58,19812,1530,26370,308,311.0,1359,4859
2017,DE,11,961939,2891,140.0,3970,54,18138,1369,23477,0,334.0,1082,4361
1996,DE,11,725000,3056,,5830,31,21665,3148,30643,454,,1304,4845
1997,DE,11,732000,3520,,6421,22,25904,4253,36578,428,,1783,5753
1998,DE,11,744000,3707,,6395,21,24649,3186,34230,499,,1445,5672
1999,DE,11,753538,3489,,5245,24,22634,3043,30922,529,,1492,5534
2000,DE,11,783600,3520,,5216,25,21360,3151,29727,424,,1394,5363
2001,DE,11,796599,3269,,5144,23,19476,2779,27399,420,,1156,4868
2002,DE,11,805945,3298,,5355,26,18555,3057,26967,358,,1154,4836
2003,DE,11,818166,3693,,6066,21,18933,2944,27943,370,,1441,5525
2004,DE,11,830069,3377,,5669,28,19285,2302,27256,357,,1343,5105
2005,DE,11,841741,3612,,5811,37,18085,2349,26245,377,,1306,5332
2006,DE,11,853476,3733,,6337,42,20449,2884,29670,417,,1791,5983
2007,DE,11,864764,3957,,6420,39,20454,2342,29216,341,,1763,6100
2008,DE,11,873092,3912,,6783,57,22045,2557,31385,371,,1847,6187
2009,DE,11,885122,3597,,6943,41,20836,1906,29685,395,,1680,5713
2010,DE,11,899792,3392,301.0,7550,51,21593,1935,31078,326,,1839,5608
2011,DE,11,908137,3231,292.0,7617,48,22001,1545,31163,307,,1558,5144
2012,DE,11,917053,3245,226.0,7389,56,21880,1438,30707,249,,1498,5048
2013,DE,11,925240,2960,172.0,6299,41,21347,1355,29001,278,399.0,1233,4633
2014,DE,11,935968,2857,214.0,5765,50,20885,1265,27915,274,390.0,1271,4568
1995,DE,11,717000,3173,,6491,25,22329,2970,31790,575,,1425,5198
2015,DE,11,944076,3097,161.0,4797,62,19555,1193,25545,257,361.0,1240,4760
1979,DE,11,582000,2179,,8890,33,23081,2882,34853,162,,753,3127
1980,DE,11,594779,1824,,9698,41,25077,2707,37482,144,,815,2824
1981,DE,11,598000,1990,,9627,40,24759,2572,36958,170,,844,3044
1982,DE,11,602000,2415,,8698,32,23891,2478,35067,186,,737,3370
1983,DE,11,606000,1793,,7414,25,20908,2056,30378,229,,699,2746
1984,DE,11,613000,1635,,6678,25,19747,1596,28021,300,,711,2671
1985,DE,11,622000,1596,,6826,30,19638,1700,28164,296,,773,2695
1986,DE,11,633000,1526,,6598,31,19562,1721,27881,360,,786,2703
1987,DE,11,644000,1511,,6572,33,20453,2007,29032,441,,789,2774
1988,DE,11,660000,1672,,6868,34,19824,2001,28693,491,,784,2981
1989,DE,11,673000,2208,,6072,34,20294,2632,28998,569,,934,3745
1990,DE,11,666168,2647,,6465,33,21922,2957,31344,587,,1098,4365
1991,DE,11,680000,2772,,7668,37,24836,2551,35055,588,,1460,4857
1992,DE,11,689000,2615,,6598,32,20419,2109,29126,591,,1042,4280
1993,DE,11,700000,2920,,6244,35,20853,2207,29304,539,,1307,4801
1994,DE,11,706000,2829,,6198,33,20828,2945,29971,546,,1141,4549
2016,FL,12,20656589,59816,1470.0,100325,1111,410352,43135,553812,7598,7598.0,20175,88700
2017,FL,12,20984400,58031,792.0,88853,1057,395453,42914,527220,0,7940.0,18597,85625
2004,FL,12,17385430,86199,,166332,946,482484,78325,727141,6612,,29997,123754
1996,FL,12,14400000,101122,,219056,1077,605448,103769,928273,7508,,41643,151350
1997,FL,12,14654000,100926,,213926,1012,594492,107195,915613,7599,,40459,149996
1998,FL,12,14916000,95447,,203105,967,579752,104250,887107,7404,,36198,140016
1999,FL,12,15111244,89226,,181378,859,534105,93191,808674,6990,,31969,129044
2000,FL,12,15982378,90008,,172898,903,518298,89181,780377,7057,,31809,129777
2001,FL,12,16373330,90331,,176052,874,516548,89917,782517,6641,,32867,130713
2002,FL,12,16691701,88476,,177242,911,511478,88516,777236,6753,,32581,128721
2003,FL,12,16999181,85106,,170644,924,505489,81563,757696,6727,,31523,124280
2005,FL,12,17768191,88341,,164783,883,472912,75303,712998,6592,,30141,125957
2006,FL,12,18089888,87851,,170873,1129,473774,76454,721101,6475,,34147,129602
2007,FL,12,18251243,86372,,181836,1202,490783,73630,746249,6149,,38155,131878
2008,FL,12,18328340,82848,,188472,1168,506902,63515,758889,5972,,36268,126256
2009,FL,12,18537969,76112,,181884,1017,479867,50259,712010,5501,,30911,113541
2010,FL,12,18838613,69523,1910.0,169119,987,458454,41462,669035,5373,,26086,101969
2011,FL,12,19082262,66319,1787.0,170171,984,461408,39621,671200,5273,,25622,98198
2012,FL,12,19320749,63929,1747.0,153563,1009,442095,37330,632988,5260,,23889,94087
2013,FL,12,19600311,61054,1673.0,138915,972,433344,34911,607170,4765,6767.0,23200,91993
2014,FL,12,19905569,61610,1528.0,121379,982,426197,36198,583774,5038,7132.0,21621,91345
1995,FL,12,14166000,101302,,215657,1037,612311,111320,939288,6887,,42485,151711
2015,FL,12,20244914,63895,1502.0,109268,1041,420341,40661,570270,5396,7552.0,21137,93625
1979,FL,12,8860000,46124,,190884,1084,378099,38298,607281,4576,,22097,73881
1980,FL,12,9567112,53254,,239825,1387,424223,45682,709730,5439,,34015,94095
1981,FL,12,10166000,55407,,241536,1522,431222,45712,718470,5707,,35473,98109
1982,FL,12,10416000,55413,,211932,1409,427462,44772,684166,5587,,31002,93411
1983,FL,12,10680000,53797,,191902,1199,400796,43236,635934,5170,,28126,88292
1984,FL,12,10976000,58125,,198446,1264,408153,46830,653429,5570,,30311,95270
